"Order ID","Customer ID",RowNum
CA-2017-147039,AA-10315,66
CA-2014-130729,AA-10375,1
CA-2014-130729,AA-10375,2
CA-2014-130729,AA-10375,3
CA-2014-130729,AA-10375,4
CA-2014-130729,AA-10375,5
CA-2014-130729,AA-10375,6
CA-2014-158064,AA-10375,7
CA-2014-158064,AA-10375,8
CA-2014-158064,AA-10375,9
CA-2014-158064,AA-10375,10
CA-2014-158064,AA-10375,11
CA-2014-158064,AA-10375,12
CA-2015-109939,AA-10375,13
CA-2015-109939,AA-10375,14
CA-2015-109939,AA-10375,15
CA-2015-109939,AA-10375,16
CA-2015-109939,AA-10375,17
CA-2015-109939,AA-10375,18
CA-2015-114503,AA-10375,19
CA-2015-114503,AA-10375,20
CA-2015-114503,AA-10375,21
CA-2015-114503,AA-10375,22
CA-2015-114503,AA-10375,23
CA-2015-114503,AA-10375,24
CA-2015-140921,AA-10375,25
CA-2015-140921,AA-10375,26
CA-2015-140921,AA-10375,27
CA-2015-140921,AA-10375,28
CA-2015-140921,AA-10375,29
CA-2015-140921,AA-10375,30
CA-2015-140921,AA-10375,31
CA-2015-140921,AA-10375,32
CA-2015-140921,AA-10375,33
CA-2015-140921,AA-10375,34
CA-2015-140921,AA-10375,35
CA-2015-140921,AA-10375,36
CA-2016-126613,AA-10375,37
CA-2016-126613,AA-10375,38
CA-2016-126613,AA-10375,39
CA-2016-126613,AA-10375,40
CA-2016-126613,AA-10375,41
CA-2016-126613,AA-10375,42
CA-2016-131065,AA-10375,43
CA-2016-131065,AA-10375,44
CA-2016-131065,AA-10375,45
CA-2016-131065,AA-10375,46
CA-2016-131065,AA-10375,47
CA-2016-131065,AA-10375,48
CA-2016-131065,AA-10375,49
CA-2016-131065,AA-10375,50
CA-2016-131065,AA-10375,51
CA-2016-131065,AA-10375,52
CA-2016-131065,AA-10375,53
CA-2016-131065,AA-10375,54
CA-2016-131065,AA-10375,55
CA-2016-131065,AA-10375,56
CA-2016-131065,AA-10375,57
CA-2016-131065,AA-10375,58
CA-2016-131065,AA-10375,59
CA-2016-131065,AA-10375,60
CA-2017-100230,AA-10375,61
CA-2017-100230,AA-10375,62
CA-2017-100230,AA-10375,63
CA-2017-100230,AA-10375,64
CA-2017-100230,AA-10375,65
CA-2017-100230,AA-10375,66
CA-2017-100230,AA-10375,67
CA-2017-100230,AA-10375,68
CA-2017-100230,AA-10375,69
CA-2017-100230,AA-10375,70
CA-2017-100230,AA-10375,71
CA-2017-100230,AA-10375,72
CA-2017-100230,AA-10375,73
CA-2017-100230,AA-10375,74
CA-2017-100230,AA-10375,75
CA-2017-100230,AA-10375,76
CA-2017-100230,AA-10375,77
CA-2017-100230,AA-10375,78
US-2017-169488,AA-10375,79
US-2017-169488,AA-10375,80
US-2017-169488,AA-10375,81
US-2017-169488,AA-10375,82
US-2017-169488,AA-10375,83
US-2017-169488,AA-10375,84
US-2017-169488,AA-10375,85
US-2017-169488,AA-10375,86
US-2017-169488,AA-10375,87
US-2017-169488,AA-10375,88
US-2017-169488,AA-10375,89
US-2017-169488,AA-10375,90
CA-2014-155271,AA-10480,1
CA-2014-155271,AA-10480,2
CA-2014-155271,AA-10480,3
CA-2014-155271,AA-10480,4
CA-2014-155271,AA-10480,5
CA-2014-155271,AA-10480,6
CA-2016-114601,AA-10480,7
CA-2016-114601,AA-10480,8
CA-2016-114601,AA-10480,9
CA-2016-114601,AA-10480,10
CA-2016-114601,AA-10480,11
CA-2016-114601,AA-10480,12
CA-2016-114601,AA-10480,13
CA-2016-114601,AA-10480,14
CA-2016-114601,AA-10480,15
CA-2016-114601,AA-10480,16
CA-2016-114601,AA-10480,17
CA-2016-114601,AA-10480,18
CA-2016-114601,AA-10480,19
CA-2016-114601,AA-10480,20
CA-2016-114601,AA-10480,21
CA-2016-114601,AA-10480,22
CA-2016-114601,AA-10480,23
CA-2016-114601,AA-10480,24
CA-2016-114601,AA-10480,25
CA-2016-114601,AA-10480,26
CA-2016-114601,AA-10480,27
CA-2016-114601,AA-10480,28
CA-2016-114601,AA-10480,29
CA-2016-114601,AA-10480,30
CA-2016-114601,AA-10480,31
CA-2016-114601,AA-10480,32
CA-2016-114601,AA-10480,33
CA-2016-114601,AA-10480,34
CA-2016-114601,AA-10480,35
CA-2016-114601,AA-10480,36
CA-2016-121671,AA-10480,37
CA-2016-121671,AA-10480,38
CA-2016-121671,AA-10480,39
CA-2016-121671,AA-10480,40
CA-2016-121671,AA-10480,41
CA-2016-121671,AA-10480,42
CA-2016-121671,AA-10480,43
CA-2016-121671,AA-10480,44
CA-2016-121671,AA-10480,45
CA-2016-121671,AA-10480,46
CA-2016-121671,AA-10480,47
CA-2016-121671,AA-10480,48
CA-2016-121671,AA-10480,49
CA-2016-121671,AA-10480,50
CA-2016-121671,AA-10480,51
CA-2016-121671,AA-10480,52
CA-2016-121671,AA-10480,53
CA-2016-121671,AA-10480,54
CA-2016-121671,AA-10480,55
CA-2016-121671,AA-10480,56
CA-2016-121671,AA-10480,57
CA-2016-121671,AA-10480,58
CA-2016-121671,AA-10480,59
CA-2016-121671,AA-10480,60
CA-2017-114412,AA-10480,61
CA-2017-114412,AA-10480,62
CA-2017-114412,AA-10480,63
CA-2017-114412,AA-10480,64
CA-2017-114412,AA-10480,65
CA-2017-114412,AA-10480,66
CA-2014-143210,AA-10645,1
CA-2014-143210,AA-10645,2
CA-2014-143210,AA-10645,3
CA-2014-143210,AA-10645,4
CA-2014-143210,AA-10645,5
CA-2014-143210,AA-10645,6
CA-2014-143210,AA-10645,7
CA-2014-143210,AA-10645,8
CA-2014-143210,AA-10645,9
CA-2014-143210,AA-10645,10
CA-2014-143210,AA-10645,11
CA-2014-143210,AA-10645,12
CA-2014-154963,AA-10645,13
CA-2014-154963,AA-10645,14
CA-2014-154963,AA-10645,15
CA-2014-154963,AA-10645,16
CA-2014-154963,AA-10645,17
CA-2014-154963,AA-10645,18
CA-2014-154963,AA-10645,19
CA-2014-154963,AA-10645,20
CA-2014-154963,AA-10645,21
CA-2014-154963,AA-10645,22
CA-2014-154963,AA-10645,23
CA-2014-154963,AA-10645,24
CA-2014-154963,AA-10645,25
CA-2014-154963,AA-10645,26
CA-2014-154963,AA-10645,27
CA-2014-154963,AA-10645,28
CA-2014-154963,AA-10645,29
CA-2014-154963,AA-10645,30
CA-2015-110863,AA-10645,31
CA-2015-110863,AA-10645,32
CA-2015-110863,AA-10645,33
CA-2015-110863,AA-10645,34
CA-2015-110863,AA-10645,35
CA-2015-110863,AA-10645,36
CA-2015-110863,AA-10645,37
CA-2015-110863,AA-10645,38
CA-2015-110863,AA-10645,39
CA-2015-110863,AA-10645,40
CA-2015-110863,AA-10645,41
CA-2015-110863,AA-10645,42
CA-2016-131205,AA-10645,43
CA-2016-131205,AA-10645,44
CA-2016-131205,AA-10645,45
CA-2016-131205,AA-10645,46
CA-2016-131205,AA-10645,47
CA-2016-131205,AA-10645,48
CA-2016-131205,AA-10645,49
CA-2016-131205,AA-10645,50
CA-2016-131205,AA-10645,51
CA-2016-131205,AA-10645,52
CA-2016-131205,AA-10645,53
CA-2016-131205,AA-10645,54
CA-2016-131205,AA-10645,55
CA-2016-131205,AA-10645,56
CA-2016-131205,AA-10645,57
CA-2016-131205,AA-10645,58
CA-2016-131205,AA-10645,59
CA-2016-131205,AA-10645,60
CA-2016-131205,AA-10645,61
CA-2016-131205,AA-10645,62
CA-2016-131205,AA-10645,63
CA-2016-131205,AA-10645,64
CA-2016-131205,AA-10645,65
CA-2016-131205,AA-10645,66
CA-2016-147137,AA-10645,67
CA-2016-147137,AA-10645,68
CA-2016-147137,AA-10645,69
CA-2016-147137,AA-10645,70
CA-2016-147137,AA-10645,71
CA-2016-147137,AA-10645,72
CA-2016-147137,AA-10645,73
CA-2016-147137,AA-10645,74
CA-2016-147137,AA-10645,75
CA-2016-147137,AA-10645,76
CA-2016-147137,AA-10645,77
CA-2016-147137,AA-10645,78
CA-2016-147137,AA-10645,79
CA-2016-147137,AA-10645,80
CA-2016-147137,AA-10645,81
CA-2016-147137,AA-10645,82
CA-2016-147137,AA-10645,83
CA-2016-147137,AA-10645,84
CA-2017-157196,AA-10645,85
CA-2017-157196,AA-10645,86
CA-2017-157196,AA-10645,87
CA-2017-157196,AA-10645,88
CA-2017-157196,AA-10645,89
CA-2017-157196,AA-10645,90
CA-2014-152905,AB-10015,1
CA-2014-152905,AB-10015,2
CA-2014-152905,AB-10015,3
CA-2014-152905,AB-10015,4
CA-2014-152905,AB-10015,5
CA-2014-152905,AB-10015,6
CA-2014-156587,AB-10015,7
CA-2014-156587,AB-10015,8
CA-2014-156587,AB-10015,9
CA-2014-156587,AB-10015,10
CA-2014-156587,AB-10015,11
CA-2014-156587,AB-10015,12
CA-2014-156587,AB-10015,13
CA-2014-156587,AB-10015,14
CA-2014-156587,AB-10015,15
CA-2014-156587,AB-10015,16
CA-2014-156587,AB-10015,17
CA-2014-156587,AB-10015,18
CA-2014-156587,AB-10015,19
CA-2014-156587,AB-10015,20
CA-2014-156587,AB-10015,21
CA-2014-156587,AB-10015,22
CA-2014-156587,AB-10015,23
CA-2014-156587,AB-10015,24
CA-2016-140935,AB-10015,25
CA-2016-140935,AB-10015,26
CA-2016-140935,AB-10015,27
CA-2016-140935,AB-10015,28
CA-2016-140935,AB-10015,29
CA-2016-140935,AB-10015,30
CA-2016-140935,AB-10015,31
CA-2016-140935,AB-10015,32
CA-2016-140935,AB-10015,33
CA-2016-140935,AB-10015,34
CA-2016-140935,AB-10015,35
CA-2016-140935,AB-10015,36
CA-2016-129714,AB-10060,1
CA-2016-129714,AB-10060,2
CA-2016-129714,AB-10060,3
CA-2016-129714,AB-10060,4
CA-2016-129714,AB-10060,5
CA-2016-129714,AB-10060,6
CA-2016-129714,AB-10060,7
CA-2016-129714,AB-10060,8
CA-2016-129714,AB-10060,9
CA-2016-129714,AB-10060,10
CA-2016-129714,AB-10060,11
CA-2016-129714,AB-10060,12
CA-2016-129714,AB-10060,13
CA-2016-129714,AB-10060,14
CA-2016-129714,AB-10060,15
CA-2016-129714,AB-10060,16
CA-2016-129714,AB-10060,17
CA-2016-129714,AB-10060,18
CA-2016-129714,AB-10060,19
CA-2016-129714,AB-10060,20
CA-2016-129714,AB-10060,21
CA-2016-129714,AB-10060,22
CA-2016-129714,AB-10060,23
CA-2016-129714,AB-10060,24
CA-2016-129714,AB-10060,25
CA-2016-129714,AB-10060,26
CA-2016-129714,AB-10060,27
CA-2016-129714,AB-10060,28
CA-2016-129714,AB-10060,29
CA-2016-129714,AB-10060,30
CA-2016-161207,AB-10060,31
CA-2016-161207,AB-10060,32
CA-2016-161207,AB-10060,33
CA-2016-161207,AB-10060,34
CA-2016-161207,AB-10060,35
CA-2016-161207,AB-10060,36
CA-2017-107174,AB-10060,37
CA-2017-107174,AB-10060,38
CA-2017-107174,AB-10060,39
CA-2017-107174,AB-10060,40
CA-2017-107174,AB-10060,41
CA-2017-107174,AB-10060,42
CA-2017-107174,AB-10060,43
CA-2017-107174,AB-10060,44
CA-2017-107174,AB-10060,45
CA-2017-107174,AB-10060,46
CA-2017-107174,AB-10060,47
CA-2017-107174,AB-10060,48
CA-2017-107174,AB-10060,49
CA-2017-107174,AB-10060,50
CA-2017-107174,AB-10060,51
CA-2017-107174,AB-10060,52
CA-2017-107174,AB-10060,53
CA-2017-107174,AB-10060,54
CA-2017-118213,AB-10060,55
CA-2017-118213,AB-10060,56
CA-2017-118213,AB-10060,57
CA-2017-118213,AB-10060,58
CA-2017-118213,AB-10060,59
CA-2017-118213,AB-10060,60
CA-2017-118213,AB-10060,61
CA-2017-118213,AB-10060,62
CA-2017-118213,AB-10060,63
CA-2017-118213,AB-10060,64
CA-2017-118213,AB-10060,65
CA-2017-118213,AB-10060,66
CA-2017-134173,AB-10060,67
CA-2017-134173,AB-10060,68
CA-2017-134173,AB-10060,69
CA-2017-134173,AB-10060,70
CA-2017-134173,AB-10060,71
CA-2017-134173,AB-10060,72
CA-2017-159688,AB-10060,73
CA-2017-159688,AB-10060,74
CA-2017-159688,AB-10060,75
CA-2017-159688,AB-10060,76
CA-2017-159688,AB-10060,77
CA-2017-159688,AB-10060,78
US-2016-108637,AB-10060,79
US-2016-108637,AB-10060,80
US-2016-108637,AB-10060,81
US-2016-108637,AB-10060,82
US-2016-108637,AB-10060,83
US-2016-108637,AB-10060,84
US-2016-108637,AB-10060,85
US-2016-108637,AB-10060,86
US-2016-108637,AB-10060,87
US-2016-108637,AB-10060,88
US-2016-108637,AB-10060,89
US-2016-108637,AB-10060,90
US-2016-108637,AB-10060,91
US-2016-108637,AB-10060,92
US-2016-108637,AB-10060,93
US-2016-108637,AB-10060,94
US-2016-108637,AB-10060,95
US-2016-108637,AB-10060,96
CA-2014-103100,AB-10105,1
CA-2014-103100,AB-10105,2
CA-2014-103100,AB-10105,3
CA-2014-103100,AB-10105,4
CA-2014-103100,AB-10105,5
CA-2014-103100,AB-10105,6
CA-2014-103100,AB-10105,7
CA-2014-103100,AB-10105,8
CA-2014-103100,AB-10105,9
CA-2014-103100,AB-10105,10
CA-2014-103100,AB-10105,11
CA-2014-103100,AB-10105,12
CA-2015-163181,AB-10105,13
CA-2015-163181,AB-10105,14
CA-2015-163181,AB-10105,15
CA-2015-163181,AB-10105,16
CA-2015-163181,AB-10105,17
CA-2015-163181,AB-10105,18
CA-2015-163181,AB-10105,19
CA-2015-163181,AB-10105,20
CA-2015-163181,AB-10105,21
CA-2015-163181,AB-10105,22
CA-2015-163181,AB-10105,23
CA-2015-163181,AB-10105,24
CA-2015-163181,AB-10105,25
CA-2015-163181,AB-10105,26
CA-2015-163181,AB-10105,27
CA-2015-163181,AB-10105,28
CA-2015-163181,AB-10105,29
CA-2015-163181,AB-10105,30
CA-2015-163181,AB-10105,31
CA-2015-163181,AB-10105,32
CA-2015-163181,AB-10105,33
CA-2015-163181,AB-10105,34
CA-2015-163181,AB-10105,35
CA-2015-163181,AB-10105,36
CA-2015-163181,AB-10105,37
CA-2015-163181,AB-10105,38
CA-2015-163181,AB-10105,39
CA-2015-163181,AB-10105,40
CA-2015-163181,AB-10105,41
CA-2015-163181,AB-10105,42
CA-2015-163181,AB-10105,43
CA-2015-163181,AB-10105,44
CA-2015-163181,AB-10105,45
CA-2015-163181,AB-10105,46
CA-2015-163181,AB-10105,47
CA-2015-163181,AB-10105,48
CA-2016-117121,AB-10105,49
CA-2016-117121,AB-10105,50
CA-2016-117121,AB-10105,51
CA-2016-117121,AB-10105,52
CA-2016-117121,AB-10105,53
CA-2016-117121,AB-10105,54
CA-2017-101042,AB-10105,55
CA-2017-101042,AB-10105,56
CA-2017-101042,AB-10105,57
CA-2017-101042,AB-10105,58
CA-2017-101042,AB-10105,59
CA-2017-101042,AB-10105,60
CA-2017-101042,AB-10105,61
CA-2017-101042,AB-10105,62
CA-2017-101042,AB-10105,63
CA-2017-101042,AB-10105,64
CA-2017-101042,AB-10105,65
CA-2017-101042,AB-10105,66
CA-2017-121643,AB-10105,67
CA-2017-121643,AB-10105,68
CA-2017-121643,AB-10105,69
CA-2017-121643,AB-10105,70
CA-2017-121643,AB-10105,71
CA-2017-121643,AB-10105,72
CA-2017-126788,AB-10105,73
CA-2017-126788,AB-10105,74
CA-2017-126788,AB-10105,75
CA-2017-126788,AB-10105,76
CA-2017-126788,AB-10105,77
CA-2017-126788,AB-10105,78
CA-2017-140781,AB-10105,79
CA-2017-140781,AB-10105,80
CA-2017-140781,AB-10105,81
CA-2017-140781,AB-10105,82
CA-2017-140781,AB-10105,83
CA-2017-140781,AB-10105,84
CA-2017-153822,AB-10105,85
CA-2017-153822,AB-10105,86
CA-2017-153822,AB-10105,87
CA-2017-153822,AB-10105,88
CA-2017-153822,AB-10105,89
CA-2017-153822,AB-10105,90
CA-2017-153822,AB-10105,91
CA-2017-153822,AB-10105,92
CA-2017-153822,AB-10105,93
CA-2017-153822,AB-10105,94
CA-2017-153822,AB-10105,95
CA-2017-153822,AB-10105,96
CA-2017-153822,AB-10105,97
CA-2017-153822,AB-10105,98
CA-2017-153822,AB-10105,99
CA-2017-153822,AB-10105,100
CA-2017-153822,AB-10105,101
CA-2017-153822,AB-10105,102
CA-2017-153822,AB-10105,103
CA-2017-153822,AB-10105,104
CA-2017-153822,AB-10105,105
CA-2017-153822,AB-10105,106
CA-2017-153822,AB-10105,107
CA-2017-153822,AB-10105,108
US-2016-122245,AB-10105,109
US-2016-122245,AB-10105,110
US-2016-122245,AB-10105,111
US-2016-122245,AB-10105,112
US-2016-122245,AB-10105,113
US-2016-122245,AB-10105,114
CA-2014-169061,AB-10150,1
CA-2014-169061,AB-10150,2
CA-2014-169061,AB-10150,3
CA-2014-169061,AB-10150,4
CA-2014-169061,AB-10150,5
CA-2014-169061,AB-10150,6
CA-2014-169061,AB-10150,7
CA-2014-169061,AB-10150,8
CA-2014-169061,AB-10150,9
CA-2014-169061,AB-10150,10
CA-2014-169061,AB-10150,11
CA-2014-169061,AB-10150,12
CA-2014-169061,AB-10150,13
CA-2014-169061,AB-10150,14
CA-2014-169061,AB-10150,15
CA-2014-169061,AB-10150,16
CA-2014-169061,AB-10150,17
CA-2014-169061,AB-10150,18
CA-2014-169061,AB-10150,19
CA-2014-169061,AB-10150,20
CA-2014-169061,AB-10150,21
CA-2014-169061,AB-10150,22
CA-2014-169061,AB-10150,23
CA-2014-169061,AB-10150,24
CA-2014-169061,AB-10150,25
CA-2014-169061,AB-10150,26
CA-2014-169061,AB-10150,27
CA-2014-169061,AB-10150,28
CA-2014-169061,AB-10150,29
CA-2014-169061,AB-10150,30
CA-2015-168186,AB-10150,31
CA-2015-168186,AB-10150,32
CA-2015-168186,AB-10150,33
CA-2015-168186,AB-10150,34
CA-2015-168186,AB-10150,35
CA-2015-168186,AB-10150,36
CA-2016-147970,AB-10150,37
CA-2016-147970,AB-10150,38
CA-2016-147970,AB-10150,39
CA-2016-147970,AB-10150,40
CA-2016-147970,AB-10150,41
CA-2016-147970,AB-10150,42
CA-2017-120761,AB-10150,43
CA-2017-120761,AB-10150,44
CA-2017-120761,AB-10150,45
CA-2017-120761,AB-10150,46
CA-2017-120761,AB-10150,47
CA-2017-120761,AB-10150,48
CA-2017-158876,AB-10150,49
CA-2017-158876,AB-10150,50
CA-2017-158876,AB-10150,51
CA-2017-158876,AB-10150,52
CA-2017-158876,AB-10150,53
CA-2017-158876,AB-10150,54
CA-2017-158876,AB-10150,55
CA-2017-158876,AB-10150,56
CA-2017-158876,AB-10150,57
CA-2017-158876,AB-10150,58
CA-2017-158876,AB-10150,59
CA-2017-158876,AB-10150,60
CA-2017-158876,AB-10150,61
CA-2017-158876,AB-10150,62
CA-2017-158876,AB-10150,63
CA-2017-158876,AB-10150,64
CA-2017-158876,AB-10150,65
CA-2017-158876,AB-10150,66
CA-2017-158876,AB-10150,67
CA-2017-158876,AB-10150,68
CA-2017-158876,AB-10150,69
CA-2017-158876,AB-10150,70
CA-2017-158876,AB-10150,71
CA-2017-158876,AB-10150,72
CA-2015-115945,AB-10165,1
CA-2015-115945,AB-10165,2
CA-2015-115945,AB-10165,3
CA-2015-115945,AB-10165,4
CA-2015-115945,AB-10165,5
CA-2015-115945,AB-10165,6
CA-2015-115945,AB-10165,7
CA-2015-115945,AB-10165,8
CA-2015-115945,AB-10165,9
CA-2015-115945,AB-10165,10
CA-2015-115945,AB-10165,11
CA-2015-115945,AB-10165,12
CA-2015-115945,AB-10165,13
CA-2015-115945,AB-10165,14
CA-2015-115945,AB-10165,15
CA-2015-115945,AB-10165,16
CA-2015-115945,AB-10165,17
CA-2015-115945,AB-10165,18
CA-2015-131534,AB-10165,19
CA-2015-131534,AB-10165,20
CA-2015-131534,AB-10165,21
CA-2015-131534,AB-10165,22
CA-2015-131534,AB-10165,23
CA-2015-131534,AB-10165,24
CA-2015-131534,AB-10165,25
CA-2015-131534,AB-10165,26
CA-2015-131534,AB-10165,27
CA-2015-131534,AB-10165,28
CA-2015-131534,AB-10165,29
CA-2015-131534,AB-10165,30
CA-2015-144043,AB-10165,31
CA-2015-144043,AB-10165,32
CA-2015-144043,AB-10165,33
CA-2015-144043,AB-10165,34
CA-2015-144043,AB-10165,35
CA-2015-144043,AB-10165,36
CA-2017-126634,AB-10165,37
CA-2017-126634,AB-10165,38
CA-2017-126634,AB-10165,39
CA-2017-126634,AB-10165,40
CA-2017-126634,AB-10165,41
CA-2017-126634,AB-10165,42
CA-2017-131212,AB-10165,43
CA-2017-131212,AB-10165,44
CA-2017-131212,AB-10165,45
CA-2017-131212,AB-10165,46
CA-2017-131212,AB-10165,47
CA-2017-131212,AB-10165,48
CA-2017-131212,AB-10165,49
CA-2017-131212,AB-10165,50
CA-2017-131212,AB-10165,51
CA-2017-131212,AB-10165,52
CA-2017-131212,AB-10165,53
CA-2017-131212,AB-10165,54
CA-2017-144932,AB-10165,55
CA-2017-144932,AB-10165,56
CA-2017-144932,AB-10165,57
CA-2017-144932,AB-10165,58
CA-2017-144932,AB-10165,59
CA-2017-144932,AB-10165,60
CA-2017-144932,AB-10165,61
CA-2017-144932,AB-10165,62
CA-2017-144932,AB-10165,63
CA-2017-144932,AB-10165,64
CA-2017-144932,AB-10165,65
CA-2017-144932,AB-10165,66
CA-2017-144932,AB-10165,67
CA-2017-144932,AB-10165,68
CA-2017-144932,AB-10165,69
CA-2017-144932,AB-10165,70
CA-2017-144932,AB-10165,71
CA-2017-144932,AB-10165,72
CA-2017-145737,AB-10165,73
CA-2017-145737,AB-10165,74
CA-2017-145737,AB-10165,75
CA-2017-145737,AB-10165,76
CA-2017-145737,AB-10165,77
CA-2017-145737,AB-10165,78
US-2014-139500,AB-10165,79
US-2014-139500,AB-10165,80
US-2014-139500,AB-10165,81
US-2014-139500,AB-10165,82
US-2014-139500,AB-10165,83
US-2014-139500,AB-10165,84
CA-2014-122679,AB-10255,1
CA-2014-122679,AB-10255,2
CA-2014-122679,AB-10255,3
CA-2014-122679,AB-10255,4
CA-2014-122679,AB-10255,5
CA-2014-122679,AB-10255,6
CA-2015-110093,AB-10255,7
CA-2015-110093,AB-10255,8
CA-2015-110093,AB-10255,9
CA-2015-110093,AB-10255,10
CA-2015-110093,AB-10255,11
CA-2015-110093,AB-10255,12
CA-2015-142055,AB-10255,13
CA-2015-142055,AB-10255,14
CA-2015-142055,AB-10255,15
CA-2015-142055,AB-10255,16
CA-2015-142055,AB-10255,17
CA-2015-142055,AB-10255,18
CA-2016-151155,AB-10255,19
CA-2016-151155,AB-10255,20
CA-2016-151155,AB-10255,21
CA-2016-151155,AB-10255,22
CA-2016-151155,AB-10255,23
CA-2016-151155,AB-10255,24
CA-2016-151155,AB-10255,25
CA-2016-151155,AB-10255,26
CA-2016-151155,AB-10255,27
CA-2016-151155,AB-10255,28
CA-2016-151155,AB-10255,29
CA-2016-151155,AB-10255,30
CA-2016-151323,AB-10255,31
CA-2016-151323,AB-10255,32
CA-2016-151323,AB-10255,33
CA-2016-151323,AB-10255,34
CA-2016-151323,AB-10255,35
CA-2016-151323,AB-10255,36
CA-2017-126662,AB-10255,37
CA-2017-126662,AB-10255,38
CA-2017-126662,AB-10255,39
CA-2017-126662,AB-10255,40
CA-2017-126662,AB-10255,41
CA-2017-126662,AB-10255,42
CA-2017-127705,AB-10255,43
CA-2017-127705,AB-10255,44
CA-2017-127705,AB-10255,45
CA-2017-127705,AB-10255,46
CA-2017-127705,AB-10255,47
CA-2017-127705,AB-10255,48
CA-2017-127705,AB-10255,49
CA-2017-127705,AB-10255,50
CA-2017-127705,AB-10255,51
CA-2017-127705,AB-10255,52
CA-2017-127705,AB-10255,53
CA-2017-127705,AB-10255,54
CA-2017-155873,AB-10255,55
CA-2017-155873,AB-10255,56
CA-2017-155873,AB-10255,57
CA-2017-155873,AB-10255,58
CA-2017-155873,AB-10255,59
CA-2017-155873,AB-10255,60
CA-2017-155873,AB-10255,61
CA-2017-155873,AB-10255,62
CA-2017-155873,AB-10255,63
CA-2017-155873,AB-10255,64
CA-2017-155873,AB-10255,65
CA-2017-155873,AB-10255,66
CA-2017-155873,AB-10255,67
CA-2017-155873,AB-10255,68
CA-2017-155873,AB-10255,69
CA-2017-155873,AB-10255,70
CA-2017-155873,AB-10255,71
CA-2017-155873,AB-10255,72
US-2016-158708,AB-10255,73
US-2016-158708,AB-10255,74
US-2016-158708,AB-10255,75
US-2016-158708,AB-10255,76
US-2016-158708,AB-10255,77
US-2016-158708,AB-10255,78
CA-2014-115336,AB-10600,1
CA-2014-115336,AB-10600,2
CA-2014-115336,AB-10600,3
CA-2014-115336,AB-10600,4
CA-2014-115336,AB-10600,5
CA-2014-115336,AB-10600,6
CA-2015-111234,AB-10600,7
CA-2015-111234,AB-10600,8
CA-2015-111234,AB-10600,9
CA-2015-111234,AB-10600,10
CA-2015-111234,AB-10600,11
CA-2015-111234,AB-10600,12
CA-2015-158323,AB-10600,13
CA-2015-158323,AB-10600,14
CA-2015-158323,AB-10600,15
CA-2015-158323,AB-10600,16
CA-2015-158323,AB-10600,17
CA-2015-158323,AB-10600,18
US-2017-155425,AB-10600,19
US-2017-155425,AB-10600,20
US-2017-155425,AB-10600,21
US-2017-155425,AB-10600,22
US-2017-155425,AB-10600,23
US-2017-155425,AB-10600,24
US-2017-155425,AB-10600,25
US-2017-155425,AB-10600,26
US-2017-155425,AB-10600,27
US-2017-155425,AB-10600,28
US-2017-155425,AB-10600,29
US-2017-155425,AB-10600,30
US-2017-155425,AB-10600,31
US-2017-155425,AB-10600,32
US-2017-155425,AB-10600,33
