"Order ID","Customer ID","Product ID",Sales,Quantity
CA-2015-138009,SF-20965,OFF-AP-10000179,555.21,5
CA-2015-138009,SF-20965,OFF-ST-10001272,523.48,4
US-2016-135720,FM-14380,OFF-ST-10001963,243.38,3
US-2016-135720,FM-14380,TEC-PH-10002103,300.77,4
CA-2017-144694,BD-11605,OFF-LA-10003930,235.94,3
CA-2015-168004,DJ-13420,FUR-CH-10001482,392.94,3
CA-2016-115917,RB-19465,FUR-FU-10000576,1049.2,5
CA-2017-167913,JL-15835,OFF-ST-10000585,330.4,2
CA-2016-160745,AR-10825,TEC-PH-10003273,302.38,3
CA-2016-160745,AR-10825,TEC-AC-10001142,316,4
CA-2016-132661,SR-20740,OFF-PA-10000482,379.4,10
US-2016-156097,EH-14125,FUR-CH-10001215,701.37,2
CA-2015-146563,CB-12025,OFF-ST-10001490,999.43,7
CA-2015-146563,CB-12025,OFF-ST-10001511,724.08,14
CA-2015-146563,CB-12025,FUR-TA-10001768,918.79,5
CA-2016-123666,SP-20545,OFF-ST-10001522,459.95,5
CA-2017-132682,TH-21235,TEC-PH-10004042,381.58,3
US-2017-168116,GT-14635,TEC-MA-10004125,7999.98,4
CA-2014-157784,MC-17845,TEC-AC-10003911,479.97,3
US-2014-117135,NP-18325,TEC-PH-10002033,284.82,1
CA-2015-142027,JK-15370,FUR-TA-10002774,369.91,3
CA-2014-112158,DP-13165,FUR-BO-10003272,883.92,5
US-2017-100048,RS-19765,OFF-AP-10001154,281.34,6
US-2017-100048,RS-19765,TEC-PH-10003012,307.98,2
US-2017-100048,RS-19765,TEC-AC-10001606,299.97,3
CA-2016-142335,MP-17965,FUR-TA-10000198,1652.94,3
CA-2016-142335,MP-17965,OFF-ST-10000036,296.37,3
US-2016-150861,EG-13900,FUR-TA-10002228,400.03,2
US-2016-150861,EG-13900,FUR-CH-10002965,542.65,3
CA-2017-131954,DS-13030,OFF-ST-10000736,242.94,3
CA-2014-112326,PO-19195,OFF-ST-10002743,272.74,3
CA-2014-124429,MH-17785,FUR-TA-10002607,567.12,10
CA-2014-124429,MH-17785,OFF-ST-10001809,359.32,4
CA-2016-110499,YC-21895,TEC-CO-10002095,1199.98,3
CA-2016-140928,NB-18655,FUR-TA-10001095,383.44,4
CA-2014-162775,CS-12250,TEC-AC-10003174,646.74,6
CA-2014-162775,CS-12250,OFF-ST-10000025,572.58,6
CA-2014-106810,AJ-10795,FUR-FU-10004306,310.88,2
CA-2016-157245,LE-16810,FUR-CH-10003746,641.96,2
CA-2015-144267,NZ-18565,FUR-CH-10002335,544.01,3
CA-2015-154620,LT-17110,FUR-CH-10004675,348.93,2
CA-2015-115938,SA-20830,FUR-CH-10003199,332.94,3
CA-2016-105256,JK-15730,TEC-PH-10001530,1363.96,5
CA-2015-101910,CD-11920,FUR-CH-10002647,283.92,5
CA-2016-136133,HW-14935,OFF-AP-10000576,355.32,9
CA-2014-134313,RA-19915,TEC-PH-10001795,1983.97,4
CA-2014-151995,ZC-21910,FUR-TA-10002903,1298.55,5
CA-2017-143686,PJ-19015,TEC-AC-10001838,1399.93,7
CA-2014-140858,CA-12775,FUR-CH-10001394,1228.47,5
CA-2014-140858,CA-12775,OFF-PA-10003395,335.52,4
CA-2017-101434,TR-21325,TEC-AC-10002402,239.97,3
CA-2017-129462,JE-15745,FUR-CH-10000665,301.96,2
CA-2016-165316,JB-15400,TEC-MA-10004002,265.48,1
CA-2015-114300,AF-10885,FUR-CH-10001891,287.94,3
CA-2016-123274,GT-14710,OFF-ST-10000736,242.94,3
CA-2016-158099,PK-18910,OFF-BI-10000545,1141.47,5
CA-2016-158099,PK-18910,TEC-PH-10002496,280.78,3
CA-2016-116736,CC-12430,FUR-FU-10004017,322.59,3
CA-2016-116736,CC-12430,TEC-AC-10002049,371.97,3
CA-2017-111689,HP-14815,FUR-CH-10004287,1242.9,5
CA-2017-133256,TH-21550,TEC-PH-10002660,543.92,8
CA-2017-132353,DB-13060,TEC-PH-10004536,323.98,3
CA-2017-143259,PO-18865,FUR-BO-10003441,323.14,4
CA-2017-137596,BE-11335,TEC-PH-10001494,1199.8,4
CA-2017-137596,BE-11335,TEC-AC-10004666,1928.78,7
CA-2017-137596,BE-11335,OFF-ST-10003816,352.38,2
US-2014-141215,KL-16555,FUR-CH-10003379,797.94,4
CA-2015-111164,SE-20110,OFF-AP-10004487,406.6,5
CA-2016-149797,AH-10075,OFF-BI-10003650,841.57,2
CA-2014-132962,JM-15535,TEC-AC-10004353,252,5
CA-2016-140081,CG-12040,OFF-AP-10001058,447.7,2
CA-2016-142958,RW-19630,FUR-TA-10000577,1114.27,4
CA-2015-120880,JL-15850,OFF-ST-10001496,540.57,3
US-2015-140200,CA-12775,FUR-TA-10002356,393.17,3
US-2017-110576,RB-19795,FUR-FU-10003601,516.49,7
US-2017-110576,RB-19795,FUR-FU-10000576,1007.23,6
US-2017-110576,RB-19795,FUR-TA-10004154,2065.32,12
CA-2017-152142,LW-16990,FUR-CH-10002965,321.57,2
CA-2017-135279,BS-11800,OFF-ST-10001097,501.81,3
CA-2017-159366,BW-11110,TEC-MA-10000822,3059.98,2
CA-2016-144939,EB-13870,FUR-CH-10003199,599.29,6
CA-2014-163419,TZ-21580,TEC-PH-10000560,559.98,2
CA-2014-163419,TZ-21580,FUR-CH-10000665,603.92,5
CA-2017-100314,AS-10630,TEC-MA-10003066,336.51,3
CA-2017-167899,JG-15805,FUR-FU-10004071,520.05,5
CA-2015-153549,SL-20155,FUR-CH-10004086,1166.92,5
CA-2014-117639,MW-18235,OFF-BI-10003925,2715.93,7
CA-2014-117639,MW-18235,TEC-PH-10001530,617.97,3
CA-2015-124891,RH-19495,TEC-AC-10003033,2309.65,7
CA-2015-124891,RH-19495,FUR-TA-10002903,1090.78,7
CA-2015-126445,RA-19945,OFF-ST-10000046,484.65,3
US-2015-126214,JS-15880,FUR-TA-10003748,1618.37,13
CA-2015-108665,KM-16225,OFF-ST-10001526,601.65,5
CA-2015-124450,GT-14710,FUR-CH-10000309,1267.53,3
CA-2015-124450,GT-14710,TEC-MA-10004212,1379.92,8
CA-2014-163552,LA-16780,FUR-CH-10003379,854.94,3
CA-2016-127670,RD-19660,FUR-TA-10001095,697.16,4
CA-2016-102981,MO-17500,FUR-BO-10001811,722.35,3
CA-2017-152702,SN-20710,FUR-CH-10002304,254.6,14
CA-2016-169103,ZC-21910,TEC-PH-10001530,1363.96,5
CA-2014-139192,LC-16885,TEC-PH-10000486,1113.5,12
US-2015-153500,DG-13300,FUR-FU-10004460,282.89,9
CA-2015-110016,BT-11395,FUR-CH-10002880,1106.91,9
US-2016-143819,KD-16270,FUR-TA-10001095,836.59,8
US-2016-143819,KD-16270,OFF-ST-10003208,362.92,2
US-2016-143819,KD-16270,TEC-MA-10003979,4899.93,7
CA-2015-165085,BT-11485,OFF-AP-10002518,355.96,2
CA-2017-160423,PS-19045,OFF-ST-10004340,348.21,7
CA-2014-159338,NS-18640,FUR-TA-10004147,447.84,5
CA-2015-142755,CS-12355,OFF-PA-10001970,279.9,5
CA-2015-142755,CS-12355,TEC-AC-10002049,619.95,5
US-2014-147627,HL-15040,TEC-PH-10001061,699.93,7
US-2014-147627,HL-15040,FUR-CH-10002331,1067.94,3
CA-2016-112102,BD-11605,FUR-TA-10004086,343.92,4
CA-2016-152170,FH-14275,OFF-EN-10002831,287.52,8
CA-2014-146969,AP-10915,TEC-MA-10004241,686.32,2
CA-2015-112452,NC-18340,OFF-AP-10003849,644.08,2
CA-2015-112452,NC-18340,TEC-CO-10004202,599.98,2
CA-2014-136567,PS-19045,FUR-TA-10001932,2244.48,7
CA-2014-136567,PS-19045,FUR-TA-10000617,455.1,2
CA-2017-147039,AA-10315,OFF-AP-10000576,362.94,3
CA-2015-125416,KC-16540,TEC-AC-10001552,447.93,9
CA-2017-145226,DL-13315,OFF-ST-10004123,272.94,3
CA-2016-168081,CA-12055,TEC-AC-10003174,258.7,3
CA-2014-128146,DB-13060,TEC-PH-10004539,1322.93,7
CA-2014-127131,HR-14830,OFF-ST-10002344,485.88,6
CA-2017-117212,BT-11530,TEC-PH-10004447,889.54,8
CA-2017-117212,BT-11530,FUR-CH-10003973,892.22,3
CA-2016-130946,ZC-21910,TEC-AC-10001990,431.93,9
CA-2016-130946,ZC-21910,OFF-BI-10004995,1088.79,4
CA-2016-114727,LS-16945,FUR-CH-10002335,544.01,3
CA-2016-114727,LS-16945,FUR-CH-10002331,854.35,3
CA-2016-114727,LS-16945,OFF-ST-10002292,593.57,2
CA-2016-114727,LS-16945,OFF-ST-10000689,338.04,3
CA-2017-133235,LH-16750,TEC-PH-10002660,271.96,5
CA-2016-137050,SW-20755,FUR-BO-10004695,579.14,4
US-2017-118087,SP-20620,TEC-AC-10003174,258.7,3
US-2017-118087,SP-20620,TEC-PH-10002200,1931.96,7
CA-2014-110184,BF-11170,OFF-ST-10000107,249.75,9
CA-2014-110184,BF-11170,TEC-PH-10000439,255.94,8
CA-2016-153682,BG-11695,TEC-CO-10001046,839.99,2
US-2016-162859,PG-18820,OFF-BI-10004519,398.35,3
CA-2014-168494,NP-18700,FUR-TA-10004619,764.69,6
CA-2014-168494,NP-18700,FUR-TA-10003473,3610.85,12
CA-2014-168494,NP-18700,FUR-BO-10004467,254.97,3
CA-2017-115602,DJ-13630,FUR-CH-10001708,1141.94,9
CA-2017-115602,DJ-13630,OFF-AP-10000891,1704.56,13
CA-2015-154956,IM-15070,TEC-PH-10004165,1099.96,4
US-2016-168620,RB-19795,OFF-ST-10003716,540.05,3
US-2016-168620,RB-19795,TEC-AC-10004469,255.68,8
CA-2017-117079,JR-15700,TEC-PH-10004586,863.88,3
US-2014-167738,JC-16105,FUR-CH-10001146,292.27,6
CA-2016-119186,MS-17710,FUR-CH-10001973,388.43,5
CA-2016-160815,TR-21325,TEC-PH-10003505,278.4,3
CA-2017-122154,SA-20830,OFF-PA-10000994,251.64,3
CA-2015-138898,JH-16180,OFF-AP-10004487,845.73,13
CA-2016-137043,LC-17140,FUR-FU-10003664,572.76,6
CA-2016-137043,LC-17140,FUR-FU-10003664,286.38,3
US-2017-126179,CS-12460,TEC-PH-10001557,287.97,3
CA-2016-101966,BM-11785,TEC-PH-10003437,419.94,7
CA-2016-145919,HG-14965,OFF-SU-10003505,579.3,5
CA-2014-160773,LW-16825,TEC-PH-10004586,575.92,2
CA-2017-167703,MC-17575,OFF-ST-10001490,285.55,2
CA-2016-122133,JR-15670,OFF-ST-10002574,552.56,4
CA-2017-100524,CM-12115,TEC-PH-10002549,677.58,3
CA-2017-113481,AS-10045,TEC-MA-10002178,695.7,2
CA-2014-153976,BP-11290,FUR-CH-10002880,258.28,3
CA-2017-162978,LW-16990,FUR-TA-10003473,300.9,1
US-2014-160444,DC-12850,OFF-ST-10000563,281.42,11
CA-2017-125199,HM-14860,TEC-PH-10001336,309.58,4
US-2017-155425,AB-10600,TEC-AC-10001314,239.95,6
US-2017-155425,AB-10600,FUR-CH-10003312,899.14,4
US-2015-103471,JR-15670,FUR-BO-10002613,590.06,7
CA-2015-120362,CA-12265,FUR-TA-10003008,912.75,5
CA-2014-126361,VD-21670,OFF-AP-10003590,1089.75,3
CA-2014-126361,VD-21670,OFF-PA-10000806,447.84,8
CA-2014-126361,VD-21670,TEC-PH-10002310,399.96,5
US-2016-108504,PP-18955,OFF-PA-10001289,348.84,9
US-2016-108504,PP-18955,FUR-BO-10004015,239.98,2
US-2016-108504,PP-18955,TEC-PH-10003645,484.83,3
US-2016-108504,PP-18955,OFF-PA-10003892,342.37,7
US-2017-117247,CK-12760,FUR-TA-10002958,652.45,5
CA-2016-159212,KM-16375,OFF-EN-10002230,251.79,3
US-2016-161396,GM-14455,OFF-PA-10000418,419.4,5
US-2016-122245,AB-10105,FUR-TA-10002356,393.17,3
CA-2016-136329,JD-15895,FUR-CH-10002335,408.01,2
CA-2014-146640,HA-14905,OFF-BI-10002867,334.77,7
CA-2017-115994,BT-11305,TEC-AC-10000580,239.97,3
CA-2015-126697,SV-20815,TEC-PH-10002922,946.34,7
CA-2015-124800,RW-19540,TEC-PH-10001750,263.96,5
CA-2015-124800,RW-19540,OFF-ST-10002743,363.65,4
US-2015-164448,DK-12835,OFF-LA-10003510,427.42,14
CA-2014-120768,IM-15070,FUR-CH-10000513,1819.86,14
CA-2015-139731,JE-15745,TEC-AC-10004975,263.88,3
CA-2015-139731,JE-15745,FUR-CH-10002024,2453.43,5
CA-2016-133725,KL-16645,TEC-PH-10004165,1979.93,9
CA-2017-102337,SD-20485,FUR-CH-10004289,470.3,7
CA-2016-133711,MC-17425,TEC-MA-10000010,3040,8
CA-2017-148474,ME-17320,FUR-TA-10002530,452.94,3
US-2016-128902,MB-18085,FUR-TA-10001095,244.01,2
CA-2016-152289,LC-16930,FUR-CH-10002126,1024.72,6
CA-2015-100769,TH-21550,TEC-AC-10002402,255.97,4
CA-2017-139199,DK-12835,FUR-CH-10000847,872.94,3
CA-2015-140410,CM-12655,TEC-PH-10003580,1212.85,7
CA-2017-166436,TS-21370,FUR-CH-10000785,977.29,6
CA-2017-130386,NG-18430,OFF-ST-10003716,540.05,3
CA-2015-153388,PC-19000,FUR-TA-10003715,1004.98,6
CA-2016-134208,CS-12505,TEC-MA-10004458,396,4
CA-2017-100384,NH-18610,OFF-AR-10002135,385.6,8
CA-2017-148446,MC-17845,FUR-TA-10004256,1669.6,4
CA-2017-121888,CL-11890,FUR-BO-10002545,782.94,3
CA-2017-121888,CL-11890,OFF-BI-10001765,242.48,7
CA-2014-150245,PC-18745,FUR-BO-10002613,1573.49,7
CA-2015-111395,VB-21745,OFF-PA-10000994,335.52,4
CA-2014-134278,EP-13915,TEC-CO-10001046,559.99,1
US-2017-102890,SG-20470,FUR-TA-10000577,1044.63,5
CA-2014-116239,CL-12565,OFF-ST-10001370,354.9,5
CA-2015-132101,JO-15550,TEC-PH-10004539,453.58,3
US-2014-157385,SC-20095,FUR-CH-10000863,603.92,5
US-2014-157385,SC-20095,FUR-CH-10000595,381.44,2
CA-2014-101602,MC-18100,FUR-CH-10004675,763.28,5
CA-2015-131338,NP-18325,TEC-PH-10003012,307.98,2
CA-2015-131338,NP-18325,FUR-TA-10002607,382.81,9
CA-2015-131338,NP-18325,OFF-BI-10000545,1217.57,2
CA-2015-131338,NP-18325,TEC-PH-10000984,979.95,5
CA-2015-131338,NP-18325,TEC-AC-10002600,247.8,4
CA-2015-118423,DP-13390,FUR-BO-10000362,359.06,3
CA-2017-132234,MY-17380,FUR-FU-10001290,547.3,13
CA-2014-156349,ML-17395,FUR-BO-10000362,290.67,2
CA-2017-138380,YS-21880,OFF-ST-10003306,1000.02,7
CA-2017-108560,JC-15385,OFF-LA-10003930,786.48,8
CA-2015-157084,JG-15160,TEC-PH-10002922,675.96,5
CA-2015-157084,JG-15160,TEC-AC-10002049,1265.85,3
CA-2015-164539,PO-19180,OFF-AP-10002457,523.25,5
CA-2015-143119,MC-17275,FUR-CH-10001270,517.5,6
CA-2016-106530,CL-12565,OFF-ST-10002011,1006.06,3
CA-2014-168984,NW-18400,OFF-ST-10001097,669.08,5
CA-2014-168984,NW-18400,TEC-PH-10000038,438.34,4
CA-2015-111829,FH-14365,OFF-ST-10000142,1247.64,3
CA-2015-111829,FH-14365,TEC-CO-10001766,3149.93,7
CA-2017-144526,QJ-19255,TEC-PH-10002549,677.58,5
CA-2016-128531,NS-18505,TEC-AC-10002049,297.58,3
US-2015-157154,MM-17920,FUR-TA-10001889,1018.1,4
CA-2014-122882,SB-20290,TEC-MA-10004679,399.54,4
CA-2017-143798,AW-10840,FUR-FU-10004306,310.88,2
CA-2014-142839,TS-21610,FUR-TA-10001539,853.09,6
CA-2014-135657,SC-20725,FUR-TA-10004086,515.88,6
CA-2015-114069,ND-18370,FUR-CH-10000595,1931.04,9
CA-2017-123491,JK-15205,OFF-AP-10002684,1702.12,14
US-2017-124968,MM-18055,FUR-TA-10004289,765.63,7
CA-2017-104003,DC-13285,FUR-BO-10003965,307.67,2
CA-2016-169943,BN-11515,OFF-AP-10001563,242.9,5
CA-2016-169943,BN-11515,OFF-ST-10004123,454.9,5
US-2015-123218,KD-16345,TEC-AC-10000736,255.97,4
US-2015-123218,KD-16345,FUR-BO-10003966,359.06,3
CA-2015-127453,JK-15370,OFF-AP-10000828,434.35,3
US-2017-164056,FM-14215,FUR-TA-10001307,1048.35,5
US-2016-131149,LH-17155,OFF-ST-10000689,338.04,3
CA-2017-152807,MC-18100,TEC-AC-10001142,442.4,7
CA-2017-116715,VW-21775,OFF-ST-10004340,559.62,9
CA-2015-135622,TT-21460,OFF-PA-10000100,360.71,11
CA-2015-135622,TT-21460,TEC-PH-10001817,1718.4,6
CA-2015-130785,AG-10900,FUR-BO-10000330,411.33,4
CA-2015-130785,AG-10900,FUR-BO-10003159,293.2,3
CA-2014-118976,MY-18295,OFF-ST-10000877,497.61,9
CA-2015-105347,DP-13000,OFF-PA-10000675,368.91,9
CA-2015-154326,RP-19855,TEC-PH-10000560,699.98,2
CA-2014-120474,RP-19390,FUR-CH-10001854,2807.84,8
US-2017-139465,MR-17545,TEC-PH-10000455,347.97,3
CA-2017-158379,JA-15970,OFF-SU-10002881,4663.74,7
US-2016-116729,GK-14620,TEC-PH-10002200,2575.94,7
US-2016-116729,GK-14620,TEC-AC-10001465,254.24,7
CA-2014-132612,FO-14305,FUR-TA-10004534,1441.3,7
CA-2016-109344,CH-12070,TEC-PH-10002624,1127.98,3
CA-2014-103373,BS-11755,TEC-PH-10002885,779.8,2
CA-2017-145884,SL-20155,TEC-PH-10000895,1439.92,8
CA-2017-145884,SL-20155,FUR-TA-10002356,262.11,1
CA-2017-162691,AS-10045,TEC-MA-10000488,1439.98,3
CA-2017-122693,NH-18610,OFF-AP-10002518,1245.86,7
CA-2017-128370,FH-14275,FUR-CH-10002602,362.35,3
CA-2015-160472,RK-19300,TEC-AC-10002253,831.2,5
US-2017-121251,GM-14440,FUR-BO-10001918,257.57,2
US-2016-100839,NC-18625,FUR-TA-10004575,727.45,5
US-2017-116659,NG-18355,TEC-PH-10002824,370.78,3
CA-2014-116932,ME-18010,FUR-CH-10001215,801.57,2
CA-2014-116932,ME-18010,FUR-TA-10004175,272.85,1
