"Customer ID",MaxSales
NG-18355,579.51
CA-12265,912.75
SF-20965,1403.92
MO-17800,723.92
AT-10735,2625.12
FM-14380,389.97
DJ-13420,1454.9
ME-17725,701.96
JD-16150,2504.74
JL-15835,2624.99
SC-20305,2803.92
CC-12430,518.272
AR-10825,1626.192
SR-20740,3404.5
CR-12730,904.9
EH-14125,748.752
SP-20545,459.95
TH-21235,381.58
RP-19390,2807.84
RB-19570,198.744
CD-11980,318.96
DJ-13630,1704.56
GT-14635,7999.98
MC-17845,1669.6
RA-19285,1199.96
NP-18325,1217.57
AB-10165,304.23
JO-15550,453.58
JK-15370,573.174
BN-11470,166.84
DP-13165,883.92
TH-21550,1633.19
AP-10915,842.94
RS-19765,1261.33
SV-20365,2888.13
CK-12325,1139.92
RD-19810,419.4
MR-17545,347.97
SC-20695,714.3
JF-15355,842.352
EG-13900,542.65
DS-13030,242.94
PO-19195,344.372
SS-20875,290.352
PB-19105,604.66
RF-19735,519.96
YC-21895,2934.33
DC-13285,447.944
CP-12340,1579.75
LH-17020,107.982
CS-12250,646.74
AJ-10795,1194.17
BV-11245,643.14
DL-12865,483.14
BM-11785,475.944
LT-17110,881.93
JK-15730,1363.96
ES-14020,2357.49
RH-19495,2309.65
CD-11920,1259.97
HW-14935,2405.2
MC-18130,902.712
GM-14440,1325.76
PJ-19015,1399.93
BW-11110,3059.982
TR-21325,278.4
PG-18820,595
JL-15175,842.38
BM-11650,1633.14
EM-14095,494.97
AF-10885,349.97
CK-12760,652.45
DP-13105,968.744
BK-11260,214.95
SJ-20125,1415.76
CM-12445,56.69
AJ-10780,1737.18
LS-16945,854.352
GP-14740,104.9
PK-18910,1141.47
SM-20005,106.344
GA-14725,205.67
PM-19135,2249.91
LL-16840,1196.86
JS-15595,783.96
EL-13735,86.62
PC-18745,1573.49
HL-15040,10499.97
MS-17365,3406.664
GB-14530,241.92
JR-16210,717.12
BE-11335,1928.78
SC-20050,1856.19
RW-19630,1114.272
SE-20110,8749.95
AH-10075,841.57
JM-15535,799.56
JJ-15760,119.96
CG-12040,447.7
RP-19270,369.2
KH-16360,1207.84
GH-14665,78.8528
SW-20275,881.93
JA-15970,4663.74
DL-12925,1299.99
LW-16990,1685.88
TB-21190,767.214
BS-11800,501.81
RW-19690,1924.16
TZ-21580,603.92
AS-10630,336.51
TS-21340,454.86
SL-20155,1439.92
MW-18235,2715.93
RD-19585,1049.93
RA-19945,505.18
MT-17815,2430.08
JS-15880,1618.37
KM-16225,601.65
HR-14770,687.4
DE-13255,1408.1
AG-10390,71.28
JJ-15445,307.98
JH-15430,120
RD-19660,1577.94
MO-17500,722.352
NS-18640,458.43
DG-13300,1979.89
NF-18595,915.14
MG-17650,1091.17
TS-21160,422.06
BD-11620,333.09
CM-12160,2003.52
SN-20560,762.594
EH-14005,398.352
FO-14305,1441.3
MS-17710,491.55
CC-12100,627.17
DW-13540,119.96
BT-11395,1106.91
CY-12745,895.944
BT-11485,355.96
PS-19045,3359.952
PV-18985,1575.14
DL-13495,1801.632
CS-12355,619.95
FH-14275,931.18
NC-18340,704.76
AA-10315,3930.072
LT-16765,201.584
AP-10720,437.472
PM-18940,1056.86
AT-10435,896.33
CA-12055,513.024
HR-14830,2399.96
BT-11530,892.224
LH-16750,271.96
SW-20755,579.14
SP-20620,1931.96
BF-11170,1270.99
KT-16480,1799.97
BG-11695,845.49
GM-14680,1432
EJ-14155,901.95
NP-18700,3610.85
MH-18115,1169.694
JR-15700,863.88
SM-20950,1801.632
CC-12220,637.9
PF-19225,1101.48
DC-12850,1614.582
BD-11770,240.784
KC-16255,1319.96
GM-14500,629.93
TB-21355,302.94
JH-16180,845.73
EB-13975,959.97
QJ-19255,4404.9
TC-21535,389.97
CS-12460,287.97
HG-14965,1889.99
LW-16825,575.92
MC-17575,285.552
LP-17095,2003.17
EB-14170,807.75
GZ-14545,1649.95
CP-12085,4164.05
FG-14260,447.86
LD-17005,1395.54
AB-10255,479.984
MN-17935,979.95
JR-15670,590.06
JF-15190,415.18
CM-12115,677.58
AS-10045,1439.982
BP-11290,638.29
ND-18370,1931.04
LB-16735,26.72
KT-16465,966.7
HM-14860,4899.93
AB-10600,899.14
SZ-20035,637.44
MG-17890,156.792
JK-16120,900.08
PP-18955,2348.82
YS-21880,2793.53
KM-16375,1687.8
AB-10105,9892.74
HA-14905,579.14
BT-11305,1487.04
SV-20815,946.344
RW-19540,2518.29
DK-12835,872.94
ST-20530,139.44
MM-17920,1652.94
PW-19030,1287.45
SC-20440,1158.12
TS-21085,2.81
MC-17425,3040
ME-17320,3023.93
NH-18610,1245.86
MB-18085,627.17
KD-16495,4643.8
KN-16390,598.46
NM-18520,1649.95
NP-18685,999.98
CS-12505,4499.99
MS-17770,837.6
CM-12655,2279.96
Co-12640,558.4
TS-21370,5199.96
JW-15220,5083.96
JD-15790,1801.632
PC-19000,1004.98
AR-10540,5443.96
AI-10855,1679.96
TB-21400,6999.96
PL-18925,83.98
GH-14425,3266.38
MP-18175,1117.92
JM-15655,383.952
CL-11890,782.94
DB-13270,2079.4
IG-15085,370.14
BO-11425,124.75
AB-10150,479.97
JW-16075,962.08
SG-20470,1044.63
CM-12190,607.52
AW-10840,310.88
MC-18100,763.28
TT-21460,1879.96
VG-21805,331.54
MY-18295,1049.97
RD-19480,1676.88
DP-13390,4535.98
ML-17395,479.97
JC-15385,786.48
JG-15160,1265.85
MC-17275,975.92
NW-18400,2799.944
TB-21280,1287.45
BS-11380,906.68
HH-15010,109.92
CD-12280,169.68
TH-21100,1502.38
MM-18055,765.63
NS-18505,887.271
RB-19645,58.58
SW-20455,1217.57
EB-13930,526.344
PS-18760,399.54
HF-14995,556.67
HZ-14950,723.92
CD-12790,868.59
JK-15205,1871.88
FM-14215,1048.35
ED-13885,2621.322
DA-13450,40.08
JW-15955,304.45
RM-19375,542.94
ML-17755,663.94
CC-12685,991.2
JE-15610,2999.95
RP-19855,699.98
TB-21175,2249.91
BE-11455,848.544
JF-15565,1599.92
PB-19210,69.93
BT-11680,998.85
JL-15235,751.984
CH-12070,1127.98
ND-18460,1347.52
BF-10975,314.55
KH-16330,833.94
GW-14605,631.18
RK-19300,831.2
NC-18625,727.45
ME-18010,801.57
BP-11230,1022.97
JC-15775,705.544
AS-10090,1024.38
AC-10450,1793.98
MD-17860,909.12
DB-13660,594.82
EH-13990,328
EH-13765,4912.59
SC-20230,2887.06
JE-15715,2563.06
AC-10615,1282.41
JD-16015,132.6
CB-12415,1439.98
JS-16030,600.56
LW-17215,3785.292
SC-20800,159.984
AM-10705,1604.9
RH-19510,3357.6
CT-11995,872.32
MC-17590,1218.74
CC-12610,1202.94
KA-16525,321.57
TC-20980,17499.95
BF-11080,94.85
MM-17260,631.782
AH-10120,377.45
BW-11200,806.34
BS-11665,1297.37
RF-19345,1263.3
WB-21850,895.92
TB-21625,1079.32
AF-10870,662.84
RB-19435,735.98
KF-16285,4158.912
JH-15820,228.92
IL-15100,1454.49
PB-18805,199.9
RH-19600,435.504
AW-10930,1117.92
ML-17410,832.93
DB-13555,942.784
MH-17620,1145.6
DK-13375,965.85
BT-11440,353.57
DB-13405,526.45
TG-21310,1016.792
BF-11005,659.98
JM-16195,826
MZ-17335,371.97
MW-18220,1349.91
MV-17485,415.872
SM-20320,22638.48
TP-21415,4416.174
JK-15625,843.9
PJ-18835,826.11
RS-19420,1133.35
SV-20935,552
BC-11125,681.41
EM-13825,492.77
BM-11575,231.98
KN-16705,1137.75
KW-16570,106.5
SC-20260,1552.831
BF-11020,1035.8
CV-12295,1184.72
SG-20605,1619.91
TM-21010,1406.86
EM-13810,1348.704
ML-18040,595
CR-12580,1673.184
AZ-10750,557.73
PW-19240,2541.98
SC-20380,1781.682
CM-11935,451.14
GM-14695,4164.05
TB-21250,631.96
JM-15865,4548.81
SC-20575,647.84
LS-17200,605.34
RR-19315,520.464
DB-12910,915.14
TT-21220,537.544
LO-17170,247.44
KD-16615,717.72
NB-18580,143.952
BD-11635,232.4
CM-12235,1399.944
EN-13780,1349.85
KN-16450,1075.09
BO-11350,1592.85
AG-10300,230.28
MC-17635,449.15
TA-21385,11199.97
JF-15295,220.96
TT-21265,323.1
SB-20170,858.24
CL-12700,1325.76
HG-15025,1999.96
NL-18310,590.352
RR-19525,1325.85
TC-21295,1628.82
SV-20785,844.12
BE-11410,1649.75
SC-20680,821.94
DF-13135,1439.97
FH-14350,799.96
EB-13750,1522.64
MS-17530,301.96
RH-19555,704.76
GA-14515,1447.65
JP-16135,481.32
Dp-13240,2321.9
MO-17950,50.12
DL-13330,393.54
MH-18025,1504.52
DR-12940,5399.91
DM-13015,2799.96
CA-11965,1999.96
AC-10660,201.584
DM-13345,2690.97
CC-12370,8399.98
BF-11275,361.38
HG-14845,314.352
BP-11155,989.97
EM-14140,1499.95
MA-17995,1603.14
AY-10555,97.184
GB-14575,1690.04
JB-16045,1267.65
MG-17875,796.43
SR-20425,2549.99
JB-16000,327.7328
DM-12955,795.41
TC-21475,411.8
SW-20350,517.9
RE-19450,239.9
BF-11215,692.94
KB-16405,419.4
JG-15310,695.16
EC-14050,249.95
EB-14110,1199.98
JP-15460,1040.8
CS-11845,963.14
GH-14410,1001.584
PT-19090,93.46
JL-15130,934.96
AH-10030,668.16
VG-21790,211.17
CC-12475,686.4
DW-13195,318.43
SJ-20215,317.06
BG-11740,486.37
LB-16795,1112.94
CM-11815,572.58
EH-14185,588.784
TS-21505,662.88
PR-18880,568.73
LC-17050,866.4
CS-12490,562.2925
DH-13075,1087.94
JO-15145,1565.88
AH-10690,2275.5
HJ-14875,163.88
MH-17455,1424.9
RD-19930,623.96
SC-20020,577.584
SU-20665,959.984
FC-14335,1640.7
RB-19330,657.93
NC-18535,4799.984
DB-12970,866.65
VF-21715,634.12
MF-17665,551.99
RM-19750,71.97
VM-21835,129.98
EJ-13720,1049.44
NC-18415,1525.19
LS-17230,197.372
KE-16420,599.9
DH-13675,411.332
PF-19120,4228.704
VT-21700,563.81
MG-17695,835.17
SP-20920,1537.074
CS-12175,285.48
DK-12895,860.93
KM-16660,196.78
AA-10645,1323.9
DD-13570,79.984
SW-20245,239.36
AH-10465,1352.4
TP-21565,650.352
EK-13795,1198.33
CR-12820,438.34
SG-20890,19.65
AH-10585,383.96
NF-18475,269.98
BS-11365,9099.93
SH-20635,1403.92
RD-19720,268.704
AG-10330,182.55
GR-14560,1025.88
VS-21820,602.651
TM-21490,543.92
AG-10765,113.1
TS-21430,1367.84
DB-13360,434.65
NR-18550,503.96
CS-11860,479.984
MF-18250,494.97
LW-17125,756.8
AR-10345,523.764
KS-16300,48.784
AB-10015,341.96
LR-17035,791.964
SS-20410,1252.704
JM-15580,105.552
JK-15325,267.96
DM-13525,772.68
ML-18265,79.98
MH-17290,776.85
FC-14245,1927.59
TH-21115,1554.94
JK-16090,2479.96
SB-20185,2973.32
BG-11035,1369.764
BW-11065,46.152
MG-18205,12.32
DO-13645,302.94
BP-11050,563.4
TS-21655,913.43
EM-14200,298.12
AO-10810,161.28
MH-17440,241.5
SS-20515,279.86
LD-16855,5.304
VP-21760,1875.26
TC-21145,512.96
IM-15055,2799.96
AR-10570,51.75
CM-12715,1228
FW-14395,43.6
LC-16960,2676.672
HE-14800,174.95
BD-11560,151.96
HD-14785,104.58
CJ-11875,16.52
RS-19870,9.65
SC-20845,237.1
RE-19405,48.36
SM-20905,431.98
