"Customer ID",Total_Sales,SalesRank
MC-18130,9491.948000000006,501
MF-18250,9452.160000000002,502
JL-15175,9429.122999999996,503
TB-21250,9417.542000000005,504
KB-16315,9416.714000000004,505
TS-21160,9409.494000000006,506
ON-18715,9405.119999999997,507
MV-17485,9254.359999999999,508
BD-11620,9228.709999999995,509
CH-12070,9223.436,510
BD-11725,9158.999999999998,511
BV-11245,9139.673,512
KA-16525,9117.055999999997,513
AB-10600,9095.161999999997,514
JG-15805,9042.117999999997,515
ZD-21925,8963.644,516
DL-12865,8944.968,517
CM-12190,8850.844,518
LE-16810,8816.699999999997,519
TB-21055,8807.331,520
PN-18775,8802.951999999996,521
BN-11515,8756.044000000002,522
PB-19150,8741.7,523
RM-19375,8720.823999999995,524
AG-10525,8693.642000000002,525
RK-19300,8687.999999999998,526
DL-13315,8676.365999999998,527
PK-18910,8646.901999999996,528
TD-20995,8607.348000000004,529
JW-16075,8572.381000000003,530
MB-18085,8569.431000000002,531
MB-17305,8563.975999999999,532
TT-21220,8562.293999999996,533
RD-19720,8518.437,534
NL-18310,8508.490000000002,535
PM-18940,8432.402,536
CA-12310,8406.473999999998,537
MO-17800,8377.973,538
NG-18430,8375.637999999999,539
JE-15475,8332.132,540
TB-21595,8325.409,541
FG-14260,8298.793999999996,542
CR-12820,8285.032399999998,543
DM-13525,8260.792000000005,544
GH-14485,8167.4439999999995,545
GB-14530,8138.88,546
LM-17065,8080.673999999997,547
MG-17695,8053.732000000003,548
SJ-20215,8034.472000000006,549
BM-11785,8015.245999999999,550
BF-11005,8003.329999999999,551
SB-20170,7940.5819999999985,552
DM-12955,7932.183999999998,553
MT-18070,7916.649800000001,554
MM-17260,7884.1230000000005,555
SP-20545,7836.536,556
EK-13795,7820.878,557
Co-12640,7800.476,558
HR-14770,7795.738000000003,559
SS-20140,7737.297999999999,560
GR-14560,7706.280000000001,561
PS-18970,7671.888999999998,562
SV-20815,7626.540000000002,563
CS-11845,7603.194,564
LW-17125,7554.24,565
ME-18010,7541.6939999999995,566
GM-14500,7534.081999999998,567
SC-20680,7527.839999999998,568
MH-17620,7516.799999999998,569
ER-13855,7474.738,570
JW-15955,7464.536000000001,571
MG-17875,7457.032999999997,572
NP-18685,7372.197999999999,573
PJ-18835,7320.589999999999,574
EH-14005,7317.130000000001,575
JL-15130,7289.705999999998,576
MD-17860,7229.460000000001,577
DW-13585,7229.104000000001,578
DO-13435,7183.861499999997,579
SJ-20500,7142.2260000000015,580
EB-14170,7117.9760000000015,581
JS-15595,7090.383999999999,582
BP-11230,7088.940000000001,583
DC-13285,7047.718000000001,584
AT-10435,7030.864,585
JR-15670,6939.957999999999,586
DB-13660,6931.2519999999995,587
CG-12520,6892.680000000001,588
KC-16675,6876.299999999999,589
RD-19810,6825.665999999998,590
CW-11905,6819.542000000001,591
JS-15685,6786.413999999999,592
DV-13045,6716.882999999999,593
AB-10165,6683.087999999998,594
CD-12280,6625.083999999999,595
TC-21475,6618.116,596
CL-11890,6590.579999999996,597
TM-21490,6568.078,598
JO-15550,6530.207999999999,599
JF-15490,6497.517999999998,600
DB-13360,6488.815999999998,601
DW-13195,6484.551,602
CS-12490,6422.3385,603
PC-19000,6368.938,604
DP-13165,6351.716000000001,605
PO-19195,6341.108,606
AA-10375,6338.339999999998,607
VS-21820,6335.930999999998,608
AR-10345,6334.144000000001,609
DH-13675,6258.545999999999,610
SM-20905,6258.290999999999,611
EM-14095,6246.241999999999,612
TC-21145,6229.559999999999,613
DP-13000,6205.087999999997,614
MK-18160,6189.602,615
TH-21235,6133.250999999999,616
SW-20350,6114.244000000001,617
RB-19330,6049.196000000001,618
LS-17245,6048.836000000001,619
BG-11740,6038.105999999999,620
LS-17200,5988.182000000002,621
VP-21730,5963.402,622
GA-14725,5853.415999999999,623
KB-16600,5845.314000000001,624
DO-13645,5833.559999999999,625
TS-21340,5830.384000000001,626
RD-19930,5825.691999999999,627
AB-10150,5800.26,628
RC-19825,5798.459000000002,629
BP-11050,5767.08,630
JH-15910,5756.877000000001,631
JF-15295,5730.723999999998,632
RP-19270,5727.845199999997,633
BS-11800,5696.580000000001,634
EB-13930,5667.600000000001,635
MF-17665,5622.289000000001,636
EM-13960,5602.204,637
MC-17575,5553.365000000002,638
SW-20245,5551.098000000001,639
MO-17500,5534.937,640
RF-19840,5493.962000000001,641
EH-14185,5461.0859999999975,642
KB-16405,5452.921,643
SC-20575,5416.3780000000015,644
JB-15925,5403.302000000001,645
AB-10255,5388.484,646
AC-10420,5349.360000000001,647
HZ-14950,5319.120000000002,648
AB-10015,5316.905999999999,649
CS-12130,5307.839999999999,650
HE-14800,5301.181999999996,651
SK-19990,5300.458999999999,652
SS-20875,5299.2699999999995,653
JM-15655,5189.697,654
JR-15700,5183.28,655
AF-10885,5169.414999999999,656
JC-15385,5157.897999999999,657
JC-16105,5151.426,658
MS-17980,5130.716,659
RC-19960,5101.141999999998,660
CG-12040,5085.9519999999975,661
CS-12175,5066.757999999999,662
AS-10630,5000.448,663
TB-21355,4932.835999999999,664
VF-21715,4918.7339999999995,665
TB-21190,4897.024,666
RE-19450,4890.952,667
AM-10360,4884.061999999998,668
BM-11575,4848.962000000001,669
DK-13150,4786.982,670
MC-17635,4770.903999999999,671
BF-11275,4751.94,672
HG-14845,4713.727999999998,673
EH-13990,4681.620000000001,674
MG-17890,4658.334,675
MM-18280,4652.464000000002,676
SF-20065,4581.245999999998,677
SW-20755,4552.146000000001,678
LP-17080,4539.606000000001,679
Dl-13600,4533.602000000001,680
IG-15085,4467.424,681
RH-19555,4442.332000000001,682
AH-10585,4431.004,683
HM-14980,4417.6759999999995,684
BB-10990,4413.069999999998,685
PH-18790,4377.897999999999,686
PA-19060,4376.458,687
JJ-15445,4255.027999999998,688
JD-16060,4172.642,689
VG-21790,4165.790000000001,690
TC-21535,4155.068000000001,691
PB-19105,4129.974,692
EH-13945,4105.071,693
ML-18040,4087.441999999999,694
PB-18805,4012.555999999999,695
AG-10330,3965.8220000000015,696
BK-11260,3954.888000000001,697
BD-11770,3950.766,698
AC-10660,3943.866,699
AW-10840,3896.226,700
TR-21325,3870.4220000000005,701
LO-17170,3866.1,702
JB-16000,3864.7188,703
MR-17545,3835.078000000001,704
AJ-10960,3775.498,705
RR-19315,3695.582,706
CD-11980,3689.8820000000005,707
SS-20515,3680.4,708
BT-11440,3623.2260000000006,709
BF-10975,3514.808000000001,710
DL-13330,3510.12,711
BD-11635,3495.8960000000006,712
AS-10240,3445.49,713
NK-18490,3432.2980000000002,714
CM-11935,3392.341999999999,715
CS-12460,3303.8439999999996,716
CS-11860,3225.7819999999997,717
JH-15820,3173.5100000000007,718
AY-10555,2982.1140000000014,719
RB-19570,2860.7520000000013,720
CR-12625,2855.4000000000005,721
MS-17530,2853.956,722
JS-15940,2814.9689999999996,723
EC-14050,2771.463999999999,724
KM-16660,2721.2380000000003,725
TT-21265,2637,726
ST-20530,2600.039999999999,727
VG-21805,2564.2220000000007,728
MZ-17335,2544.238,729
SS-20590,2510.9400000000005,730
BT-11485,2491.196,731
JD-16015,2312.5799999999995,732
JK-15325,2302.862,733
VM-21835,2284.140000000001,734
NF-18475,2263.012,735
MS-17830,2222.0480000000002,736
LS-17230,2213.2800000000007,737
EM-14200,2200.9719999999998,738
MH-17440,2148.896,739
HJ-14875,2148.5999999999995,740
AG-10300,2095.56,741
DW-13540,2064.480000000001,742
BD-11560,1923.2400000000005,743
LH-17020,1909.3889999999997,744
JM-15580,1823.6479999999995,745
CM-12445,1727.9900000000002,746
LH-16750,1724.576,747
SC-20845,1683.782,748
SC-20800,1675.5059999999994,749
JH-15430,1658.3350000000003,750
NB-18580,1643.2220000000002,751
BF-11080,1637.6999999999996,752
DD-13570,1617.192,753
BN-11470,1591.8459999999995,754
AR-10510,1589.2139999999997,755
LT-16765,1533.124,756
HD-14785,1508.1599999999996,757
PL-18925,1436.9310000000003,758
KW-16570,1416.956,759
SM-20005,1398.784,760
EM-14065,1373.94,761
GT-14755,1358.5860000000002,762
GP-14740,1330.8000000000002,763
RB-19645,1326.534,764
AG-10390,1205.6949999999997,765
JJ-15760,1170.0000000000002,766
HH-15010,1128.658,767
ML-18265,973.3820000000002,768
AO-10810,967.68,769
MO-17950,925.7379999999999,770
PT-19090,923.45,771
GH-14665,881.6407999999999,772
AG-10765,823.7960000000002,773
PB-19210,796.4380000000001,774
BO-11425,784.9800000000001,775
EL-13735,745.68,776
DA-13450,743.1639999999999,777
CC-12550,683.0320000000002,778
RM-19750,590.1,779
KS-16300,530.822,780
AR-10570,528.9,781
FW-14395,478.5,782
JC-15340,404.0349999999999,783
BW-11065,364.622,784
AS-10135,352.92,785
LB-16735,301.13800000000003,786
RE-19405,290.16,787
SG-20890,246.47200000000004,788
RS-19870,133.97800000000004,789
CJ-11875,99.11999999999999,790
MG-18205,73.92,791
LD-16855,31.804000000000002,792
TS-21085,29.032999999999998,793
