"Customer ID",TotalSales
AG-10495,14032.078999999998
JO-15280,11469.302
AH-10195,9524.701999999997
NZ-18565,14929.960000000003
KL-16555,26902.633999999984
AS-10225,25494.000000000007
CR-12625,2855.4000000000005
SH-20395,13084.218000000003
BP-11185,21661.743
TS-21205,32226.64
AG-10525,8693.642000000002
SP-20860,24171.437999999987
NM-18445,38756.043999999994
FA-14230,17904.303999999996
GK-14620,38983.67000000003
DJ-13510,15010.138
PO-18850,44204.03419999999
JL-15850,16351.505999999994
DB-13615,11934.300000000001
AC-10420,5349.360000000001
CC-12550,683.0320000000002
TD-20995,8607.348000000004
AB-10060,46396.06999999999
JL-15505,18856.446000000007
VB-21745,12033.546000000002
KW-16435,26499.12000000001
JD-16060,4172.642
MK-17905,13814.168000000005
GT-14755,1358.5860000000002
AG-10900,27064.747000000003
MM-18280,4652.464000000002
AR-10405,13416.728000000008
RA-19915,28688.117000000013
AS-10285,19273.671999999995
LA-16780,51789.17200000004
DO-13435,7183.861499999997
DK-13225,24755.044
NG-18430,8375.637999999999
MV-18190,10407.473999999998
JG-15115,14151.975999999995
BP-11095,14397.29
VP-21730,5963.402
SS-20140,7737.297999999999
AG-10675,20934.339599999996
LF-17185,23583.108999999993
RF-19840,5493.962000000001
KH-16510,35717.159
KC-16675,6876.299999999999
CJ-12010,66478.442
PB-19150,8741.7
MP-17965,23901.891999999996
NF-18385,49936.92599999998
SD-20485,35521.45799999997
KH-16630,23513.76600000001
RB-19795,33799.866
MK-18160,6189.602
PO-19180,29358.293
BB-11545,40594.37800000002
TB-21595,8325.409
RB-19360,90704.08899999998
EB-13705,20689.624
SC-20095,84854.03399999999
TN-21040,18781.370999999996
JS-15940,2814.9689999999996
MH-17785,13222.678000000002
JP-15520,21437.644000000004
JE-15475,8332.132
JG-15805,9042.117999999997
XP-21865,13922.458000000004
EM-14065,1373.94
MT-18070,7916.649800000001
SA-20830,28251.12549999999
CW-11905,6819.542000000001
AJ-10960,3775.498
SS-20590,2510.9400000000005
RO-19780,22892.82799999999
MD-17350,22598.382
MY-17380,13455.712000000003
CM-12385,53724.069999999956
LS-17245,6048.836000000001
BN-11515,8756.044000000002
DB-13210,13228.928999999996
MC-17605,13549.191999999994
BD-11605,19730.871
PH-18790,4377.897999999999
MG-18145,17343.541
KB-16240,18915.664999999997
JC-15340,404.0349999999999
RL-19615,37409.459999999985
AA-10375,6338.339999999998
EP-13915,32868.36079999999
DK-12985,10122.19
BD-11500,26449.79699999999
LM-17065,8080.673999999997
AS-10135,352.92
BD-11320,34033.070999999996
GT-14710,70920.71999999996
AJ-10945,11035.439999999997
OT-18730,22911.724
LP-17080,4539.606000000001
CA-12775,18249.465999999993
JF-15490,6497.517999999998
FP-14320,24280.495999999996
EB-13840,26067.058
JF-15415,14228.698
SF-20200,20536.686
TG-21640,12448.010999999999
CS-11950,18166.45499999999
CC-12145,14829.900000000007
DV-13465,19715.886999999995
BD-11725,9158.999999999998
ZC-21910,48126.785
MS-17830,2222.0480000000002
LR-16915,30857.341999999975
TP-21130,26724.356
CK-12205,18929.004999999997
AS-10240,3445.49
AR-10510,1589.2139999999997
NB-18655,11835.649
GD-14590,11328.47
CK-12595,14236.499999999996
NG-18355,11217.430000000002
CA-12265,15889.73719999999
SF-20965,19841.221000000005
MO-17800,8377.973
AT-10735,22991.21399999998
FM-14380,15139.565999999997
DJ-13420,12075.119999999999
ME-17725,11450.703199999998
JD-16150,52968.23049999999
JL-15835,56418.10300000005
SC-20305,23826.364000000005
CC-12430,17220.299999999985
AR-10825,27139.985999999986
SR-20740,26075.286000000007
CR-12730,9603.299999999997
EH-14125,18078.853000000003
SP-20545,7836.536
TH-21235,6133.250999999999
RP-19390,30852.73999999997
RB-19570,2860.7520000000013
CD-11980,3689.8820000000005
DJ-13630,20138.398
GT-14635,56107.212
MC-17845,22834.263999999992
RA-19285,15636.432
NP-18325,33177.72000000001
AB-10165,6683.087999999998
JO-15550,6530.207999999999
JK-15370,16257.732000000007
BN-11470,1591.8459999999995
DP-13165,6351.716000000001
TH-21550,25377.35599999999
AP-10915,19941.305999999975
RS-19765,22991.580000000005
SV-20365,68523.84600000002
CK-12325,17637.606000000003
RD-19810,6825.665999999998
MR-17545,3835.078000000001
SC-20695,15458.408000000007
JF-15355,11471.043999999998
EG-13900,10992.119999999995
DS-13030,10573.262999999997
PO-19195,6341.108
SS-20875,5299.2699999999995
PB-19105,4129.974
RF-19735,14047.795999999991
YC-21895,32726.1
DC-13285,7047.718000000001
CP-12340,35329.77500000001
LH-17020,1909.3889999999997
CS-12250,16180.795999999997
AJ-10795,26348.941000000017
BV-11245,9139.673
DL-12865,8944.968
BM-11785,8015.245999999999
LT-17110,17617.552000000007
JK-15730,28619.450000000004
ES-14020,21062.757999999998
RH-19495,21728.275999999994
CD-11920,12203.817999999994
HW-14935,55801.50399999999
MC-18130,9491.948000000006
GM-14440,21496.920000000002
PJ-19015,10945.383999999998
BW-11110,28502.15799999999
TR-21325,3870.4220000000005
PG-18820,18521.406999999992
JL-15175,9429.122999999996
BM-11650,43702.86699999998
EM-14095,6246.241999999999
AF-10885,5169.414999999999
CK-12760,9492.659
DP-13105,12989.289999999997
BK-11260,3954.888000000001
SJ-20125,22667.279999999984
CM-12445,1727.9900000000002
AJ-10780,29204.043999999998
LS-16945,17071.62
GP-14740,1330.8000000000002
PK-18910,8646.901999999996
SM-20005,1398.784
GA-14725,5853.415999999999
PM-19135,24693.961999999996
LL-16840,16447.203999999998
JS-15595,7090.383999999999
EL-13735,745.68
PC-18745,10992.413999999999
HL-15040,77239.798
MS-17365,41089.809999999954
GB-14530,8138.88
JR-16210,13210.136000000002
BE-11335,25228.076
SC-20050,27747.42200000001
RW-19630,19641.900000000005
SE-20110,73256.638
AH-10075,19502.087
JM-15535,10400.693000000001
JJ-15760,1170.0000000000002
CG-12040,5085.9519999999975
RP-19270,5727.845199999997
KH-16360,18603.611999999997
GH-14665,881.6407999999999
SW-20275,11799.900000000001
JA-15970,38852.873999999974
DL-12925,19633.199999999997
LW-16990,19381.807999999986
TB-21190,4897.024
BS-11800,5696.580000000001
RW-19690,20973.846
TZ-21580,10243.685999999994
AS-10630,5000.448
TS-21340,5830.384000000001
SL-20155,18318.061999999994
MW-18235,31523.275999999998
RD-19585,17477.393999999997
RA-19945,10121.572499999998
MT-17815,17340.838999999996
JS-15880,23208.07
KM-16225,12805.447999999999
HR-14770,7795.738000000003
DE-13255,9530.764000000001
AG-10390,1205.6949999999997
JJ-15445,4255.027999999998
JH-15430,1658.3350000000003
RD-19660,16719.782000000007
MO-17500,5534.937
NS-18640,17788.923000000006
DG-13300,19174.91799999999
NF-18595,12188.872000000003
MG-17650,22711.676000000007
TS-21160,9409.494000000006
BD-11620,9228.709999999995
CM-12160,15199.913999999999
SN-20560,11162.518
EH-14005,7317.130000000001
FO-14305,15736.987999999998
MS-17710,9680.351999999999
CC-12100,10591.379999999997
DW-13540,2064.480000000001
BT-11395,13093.144000000002
CY-12745,17400.126000000004
BT-11485,2491.196
PS-19045,41061.78400000001
PV-18985,17256.29600000001
DL-13495,21235.921999999995
CS-12355,19212.962000000003
FH-14275,25144.254000000015
NC-18340,14768.453999999996
AA-10315,33381.359999999986
LT-16765,1533.124
AP-10720,9831.303999999996
PM-18940,8432.402
AT-10435,7030.864
CA-12055,10078.324000000002
HR-14830,31492.787
BT-11530,16106.991999999998
LH-16750,1724.576
SW-20755,4552.146000000001
SP-20620,32641.91900000001
BF-11170,35447.82199999999
KT-16480,27852.58839999999
BG-11695,11245.071999999998
GM-14680,18981.778
EJ-14155,15940.141000000007
NP-18700,47419.08250000001
MH-18115,33018.54300000001
JR-15700,5183.28
SM-20950,33380.39200000002
CC-12220,23415.172
PF-19225,13236.727999999992
DC-12850,20017.01799999999
BD-11770,3950.766
KC-16255,12622.983999999995
GM-14500,7534.081999999998
TB-21355,4932.835999999999
JH-16180,13538.344000000001
EB-13975,9859.555
QJ-19255,36650.038000000015
TC-21535,4155.068000000001
CS-12460,3303.8439999999996
HG-14965,19105.074000000008
LW-16825,13428.360999999997
MC-17575,5553.365000000002
LP-17095,21920.398999999994
EB-14170,7117.9760000000015
GZ-14545,14727.722000000007
CP-12085,30984.602
FG-14260,8298.793999999996
LD-17005,11771.584000000003
AB-10255,5388.484
MN-17935,14814.241999999998
JR-15670,6939.957999999999
JF-15190,13677.535999999998
CM-12115,9863.82
AS-10045,18210.182000000008
BP-11290,14302.797
ND-18370,25688.338999999996
LB-16735,301.13800000000003
KT-16465,18342.600000000002
HM-14860,48893.04480000001
AB-10600,9095.161999999997
SZ-20035,21554.633
MG-17890,4658.334
JK-16120,17594.934
PP-18955,42455.51999999999
YS-21880,39927.00399999999
KM-16375,33658.44599999999
AB-10105,86133.66100000001
HA-14905,12979.899999999998
BT-11305,15405.955999999998
SV-20815,7626.540000000002
RW-19540,44384.40099999998
DK-12835,19521.183999999997
ST-20530,2600.039999999999
MM-17920,22764.429999999997
PW-19030,20729.465999999993
SC-20440,11249.998
TS-21085,29.032999999999998
MC-17425,26592.837999999996
ME-17320,63815.51800000002
NH-18610,16039.740000000003
MB-18085,8569.431000000002
KD-16495,49087.45600000001
KN-16390,15703.721999999994
NM-18520,12740.097
NP-18685,7372.197999999999
CS-12505,34140.40499999999
MS-17770,18831.432000000015
CM-12655,38037.357599999996
Co-12640,7800.476
TS-21370,71315.221
JW-15220,46330.26400000002
JD-15790,12914.101999999997
PC-19000,6368.938
AR-10540,39650.69799999999
AI-10855,26254.73599999999
TB-21400,54076.44199999998
PL-18925,1436.9310000000003
GH-14425,23554.44200000001
MP-18175,30527.57
JM-15655,5189.697
CL-11890,6590.579999999996
DB-13270,27729.95700000001
IG-15085,4467.424
BO-11425,784.9800000000001
AB-10150,5800.26
JW-16075,8572.381000000003
SG-20470,11308.797999999999
CM-12190,8850.844
AW-10840,3896.226
MC-18100,13313.930000000004
TT-21460,32188.807999999983
VG-21805,2564.2220000000007
MY-18295,24806.396000000008
RD-19480,22458.23
DP-13390,32884.37400000002
ML-17395,16337.042999999992
JC-15385,5157.897999999999
JG-15160,38198.392
MC-17275,16338.185999999987
NW-18400,43404.114000000016
TB-21280,13190.750000000002
BS-11380,20274.730000000003
HH-15010,1128.658
CD-12280,6625.083999999999
TH-21100,14536.974
MM-18055,16499.230999999992
NS-18505,15455.213000000007
RB-19645,1326.534
SW-20455,17529.244
EB-13930,5667.600000000001
PS-18760,13088.878999999999
HF-14995,15198.964000000005
HZ-14950,5319.120000000002
CD-12790,11164.431999999999
JK-15205,25669.019999999993
FM-14215,14245.62
ED-13885,20909.470000000005
DA-13450,743.1639999999999
JW-15955,7464.536000000001
RM-19375,8720.823999999995
ML-17755,12431.463999999994
CC-12685,17124.714999999993
JE-15610,46529.82599999999
RP-19855,13024.266
TB-21175,21474.123999999996
BE-11455,10365.901999999993
JF-15565,25189.932000000015
PB-19210,796.4380000000001
BT-11680,19180.501999999993
JL-15235,13222.199999999995
CH-12070,9223.436
ND-18460,17360.755
BF-10975,3514.808000000001
KH-16330,19877.213999999996
GW-14605,13134.119
RK-19300,8687.999999999998
NC-18625,10930.491999999997
ME-18010,7541.6939999999995
BP-11230,7088.940000000001
JC-15775,16632.355000000003
AS-10090,19531.809999999998
AC-10450,33167.09599999999
MD-17860,7229.460000000001
DB-13660,6931.2519999999995
EH-13990,4681.620000000001
EH-13765,60035.830000000016
SC-20230,26231.757999999998
JE-15715,52033.06299999998
AC-10615,14998.555999999999
JD-16015,2312.5799999999995
CB-12415,11137.609999999999
JS-16030,15098.944000000003
LW-17215,32523.114000000005
SC-20800,1675.5059999999994
AM-10705,33923.16200000001
RH-19510,41772.83999999998
CT-11995,19451.397999999986
MC-17590,14175.056999999999
CC-12610,15243.781000000006
KA-16525,9117.055999999997
TC-20980,114107.09799999998
BF-11080,1637.6999999999996
MM-17260,7884.1230000000005
AH-10120,10413.163999999997
BW-11200,10357.379999999996
BS-11665,19728.709999999995
RF-19345,19854.849999999995
WB-21850,36148.859999999986
TB-21625,16786.068
AF-10870,12317.458000000002
RB-19435,15978.436000000002
KF-16285,63625.56599999999
JH-15820,3173.5100000000007
IL-15100,30244.435999999987
PB-18805,4012.555999999999
RH-19600,12514.440000000006
AW-10930,17108.594
ML-17410,17529.05
DB-13555,23452.802799999998
MH-17620,7516.799999999998
DK-13375,19910.936000000005
BT-11440,3623.2260000000006
DB-13405,10215.298000000004
TG-21310,18350.271999999997
BF-11005,8003.329999999999
JM-16195,17003.526000000005
MZ-17335,2544.238
MW-18220,32051.39999999999
MV-17485,9254.359999999999
SM-20320,150258.40000000008
TP-21415,31973.904799999993
JK-15625,22560.17799999999
PJ-18835,7320.589999999999
RS-19420,19327.739999999998
SV-20935,11420.940999999997
BC-11125,17602.026
EM-13825,13946.158000000001
BM-11575,4848.962000000001
KN-16705,12888.180000000004
KW-16570,1416.956
SC-20260,22378.79299999999
BF-11020,17194.68600000001
CV-12295,16983.778000000006
SG-20605,18701.875999999993
TM-21010,17723.935999999998
EM-13810,15402.010000000002
ML-18040,4087.441999999999
CR-12580,12893.102
AZ-10750,9732.168
PW-19240,23269.864999999994
SC-20380,35365.084
CM-11935,3392.341999999999
GM-14695,36299.76599999998
TB-21250,9417.542000000005
JM-15865,45750.42599999998
SC-20575,5416.3780000000015
LS-17200,5988.182000000002
RR-19315,3695.582
DB-12910,13029.649000000001
TT-21220,8562.293999999996
LO-17170,3866.1
KD-16615,13461.060000000001
NB-18580,1643.2220000000002
BD-11635,3495.8960000000006
CM-12235,13723.022000000003
EN-13780,12829.446000000002
KN-16450,13031.812000000002
BO-11350,15516.47999999999
AG-10300,2095.56
MC-17635,4770.903999999999
TA-21385,87573.71999999996
JF-15295,5730.723999999998
TT-21265,2637
SB-20170,7940.5819999999985
CL-12700,14121.536000000002
HG-15025,22141.683999999994
NL-18310,8508.490000000002
RR-19525,19813.561999999994
TC-21295,25571.102000000006
SV-20785,24631.905000000013
BE-11410,13568.638000000003
SC-20680,7527.839999999998
DF-13135,14343.233999999999
FH-14350,13627.733999999995
EB-13750,19001.331999999984
MS-17530,2853.956
RH-19555,4442.332000000001
GA-14515,23518.625999999997
JP-16135,10246.260000000002
Dp-13240,43192.61100000003
MO-17950,925.7379999999999
DL-13330,3510.12
MH-18025,17909.697999999993
DR-12940,50105.21799999997
DM-13015,37484.172000000006
CA-11965,22738.32279999999
AC-10660,3943.866
DM-13345,24446.82199999998
CC-12370,72774.47200000001
BF-11275,4751.94
HG-14845,4713.727999999998
BP-11155,10152.895999999995
EM-14140,26629.982
MA-17995,14719.733999999999
AY-10555,2982.1140000000014
GB-14575,27566.027999999977
JB-16045,11049.900999999998
MG-17875,7457.032999999997
SR-20425,19400.880999999998
JB-16000,3864.7188
DM-12955,7932.183999999998
TC-21475,6618.116
SW-20350,6114.244000000001
RE-19450,4890.952
BF-11215,9511.012000000002
KB-16405,5452.921
JG-15310,13186.796000000002
EC-14050,2771.463999999999
EB-14110,18426.826
JP-15460,9921.483000000004
CS-11845,7603.194
GH-14410,16846.206999999995
PT-19090,923.45
JL-15130,7289.705999999998
AH-10030,10468.2
VG-21790,4165.790000000001
CC-12475,9956.688
DW-13195,6484.551
SJ-20215,8034.472000000006
BG-11740,6038.105999999999
LB-16795,29069.96399999997
CM-11815,10043.338
EH-14185,5461.0859999999975
TS-21505,13459.674
PR-18880,11041.078000000005
LC-17050,12387.003999999997
CS-12490,6422.3385
DH-13075,29597.221999999998
JO-15145,19529.699
AH-10690,47329.79399999998
HJ-14875,2148.5999999999995
MH-17455,14737.082000000004
RD-19930,5825.691999999999
SC-20020,20177.7636
SU-20665,15572.263999999996
FC-14335,23195.046000000006
RB-19330,6049.196000000001
NC-18535,49450.43899999998
DB-12970,17035.377200000003
VF-21715,4918.7339999999995
MF-17665,5622.289000000001
RM-19750,590.1
VM-21835,2284.140000000001
EJ-13720,12973.074000000002
NC-18415,13313.940000000002
LS-17230,2213.2800000000007
KE-16420,9760.0832
DH-13675,6258.545999999999
PF-19120,53882.94599999998
VT-21700,10419.596000000003
MG-17695,8053.732000000003
SP-20920,23944.03899999999
CS-12175,5066.757999999999
DK-12895,23658.140000000014
KM-16660,2721.2380000000003
AA-10645,26735.394999999993
DD-13570,1617.192
SW-20245,5551.098000000001
AH-10465,14438.6316
TP-21565,11619.740000000002
EK-13795,7820.878
CR-12820,8285.032399999998
SG-20890,246.47200000000004
AH-10585,4431.004
NF-18475,2263.012
BS-11365,63009.90300000003
SH-20635,12578.342
RD-19720,8518.437
AG-10330,3965.8220000000015
GR-14560,7706.280000000001
VS-21820,6335.930999999998
TM-21490,6568.078
AG-10765,823.7960000000002
TS-21430,12324.840000000002
DB-13360,6488.815999999998
NR-18550,13105.986999999992
CS-11860,3225.7819999999997
MF-18250,9452.160000000002
LW-17125,7554.24
AR-10345,6334.144000000001
KS-16300,530.822
AB-10015,5316.905999999999
LR-17035,10988.286
SS-20410,18340.857000000004
JM-15580,1823.6479999999995
JK-15325,2302.862
DM-13525,8260.792000000005
ML-18265,973.3820000000002
MH-17290,14290.381000000001
FC-14245,20488.077999999994
TH-21115,17656.672000000002
JK-16090,22485.96799999999
SB-20185,38465.996
BG-11035,16793.747999999996
BW-11065,364.622
MG-18205,73.92
DO-13645,5833.559999999999
BP-11050,5767.08
TS-21655,20208.493999999995
EM-14200,2200.9719999999998
AO-10810,967.68
MH-17440,2148.896
SS-20515,3680.4
LD-16855,31.804000000000002
VP-21760,19161.705999999995
TC-21145,6229.559999999999
IM-15055,17090.16
AR-10570,528.9
CM-12715,23906.702400000013
FW-14395,478.5
LC-16960,19479.775999999998
HE-14800,5301.181999999996
BD-11560,1923.2400000000005
HD-14785,1508.1599999999996
CJ-11875,99.11999999999999
RS-19870,133.97800000000004
SC-20845,1683.782
RE-19405,290.16
SM-20905,6258.290999999999
