product_id,category,price,base_price,region,priority,status,amount,user_id
72,Beauty,98.66,98.66,North,High,Cancelled,170.75,6016
73,Books,31.03,31.03,West,Low,Cancelled,70.67,6023
74,Toys,38.43,38.43,East,High,Pending,61.66,5530
75,Toys,147.17,147.17,East,High,Cancelled,228.65,
76,Grocery,28.88,28.88,Central,Medium,Pending,100.48,2680
77,Electronics,1169.43,1169.43,West,Medium,Pending,5677.69,8827
78,Clothing,166.2,166.2,North,Low,Completed,238.87,5978
79,Clothing,198.84,198.84,West,Low,Pending,806.88,8253
80,Toys,129.72,129.72,East,Low,Completed,435.92,4404
81,Furniture,867.47,867.47,South,High,Completed,1264.28,8699
82,Toys,9.73,9.73,East,Low,Returned,10.69,5334
83,Furniture,1332.9,1332.9,South,Medium,Pending,1466.09,6039
84,Toys,68.68,68.68,East,Low,Returned,326.86,9090
85,Beauty,16.66,16.66,West,Low,Cancelled,55.57,
86,Furniture,2889.54,2889.54,Central,Low,Completed,14442.51,5415
87,Electronics,1538.06,1538.06,Central,Low,Returned,7148.14,8141
88,Beauty,145.51,145.51,West,Medium,Cancelled,525.95,6403
89,Sports,349.9,349.9,West,Low,Completed,948.32,6296
90,Clothing,194.34,194.34,Central,High,Returned,492.78,6927
91,Beauty,95.68,95.68,South,Medium,Pending,449.33,8941
92,Clothing,15.49,15.49,South,Low,Pending,32.61,
93,Sports,55.67,55.67,North,Medium,Completed,195.98,5781
94,Toys,65.25,65.25,West,High,Returned,203.27,9327
95,Grocery,86.67,86.67,West,Medium,Cancelled,368.03,5891
96,Beauty,130.46,130.46,West,Medium,Cancelled,406.78,8460
97,Books,52.83,52.83,South,Low,Returned,94.09,1715
98,Books,45.96,45.96,West,Medium,Pending,132.38,
99,Books,52.83,52.83,West,High,Returned,45.67,3529
100,Clothing,99.2,99.2,East,Low,Returned,350.11,9742
101,Sports,477.53,477.53,West,Low,Completed,1620.42,5708
102,Furniture,2265.62,2265.62,North,Low,Completed,6034.37,1474
103,Electronics,682.53,682.53,East,Medium,Returned,963.32,3950
104,Grocery,19.16,19.16,West,Low,Pending,55.38,4804
105,Beauty,97.5,97.5,North,Medium,Cancelled,355.48,8237
106,Books,59.32,59.32,West,Low,Cancelled,161.27,7302
107,Beauty,20.46,20.46,East,Low,Cancelled,101.67,7484
108,Toys,6.17,6.17,North,Low,Returned,26.52,4770
109,Books,17.05,17.05,East,Low,Pending,58.63,1645
110,Toys,119.35,119.35,East,Low,Pending,140.66,7807
111,Grocery,21.68,21.68,East,Low,Cancelled,92.96,8894
112,Toys,113.25,113.25,North,Medium,Completed,157.55,7511
113,Books,9.97,9.97,East,Low,Completed,27.02,5295
114,Sports,412.98,412.98,North,Low,Pending,1148.17,6374
115,Furniture,1978.19,1978.19,West,Low,Cancelled,6976.69,1742
116,Electronics,643.51,643.51,North,High,Pending,1565.22,9850
117,Sports,297.8,297.8,West,Low,Completed,1280.99,5583
118,Electronics,1396.05,1396.05,West,High,Cancelled,1699.4,9920
119,Books,8.33,8.33,North,Medium,Completed,29.85,1349
120,Electronics,1584.25,1584.25,South,Low,Pending,1723.92,4394
121,Furniture,2457.85,2457.85,South,Low,Completed,4828.58,3129
122,Toys,120.78,120.78,North,High,Completed,278.35,6304
123,Electronics,389.78,389.78,West,Low,Completed,1532.53,6931
124,Clothing,95.88,95.88,Central,High,Cancelled,261.16,1996
125,Beauty,127.86,127.86,North,Medium,Returned,141.75,3430
126,Clothing,33.98,33.98,Central,Low,Cancelled,81.55,5831
127,Beauty,78.3,78.3,North,Low,Pending,204.07,7779
128,Books,50.51,50.51,North,Medium,Returned,106.71,3500
129,Beauty,14.73,14.73,North,Medium,Completed,57.85,3131
130,Electronics,1193.61,1193.61,East,Low,Completed,3014.34,7929
131,Electronics,1938.38,1938.38,East,High,Pending,2810.39,2773
132,Books,51.5,51.5,East,Low,Pending,215.8,1430
133,Toys,9.2,9.2,East,Medium,Cancelled,7.6,7566
134,Clothing,36.96,36.96,North,High,Pending,87.97,3578
135,Books,22.14,22.14,Central,Low,Completed,99.85,1815
136,Clothing,61.7,61.7,West,Low,Returned,156.69,9394
137,Clothing,75.58,75.58,Central,Medium,Cancelled,74.88,1897
138,Electronics,448.63,448.63,South,Medium,Cancelled,977.17,
139,Sports,96.09,96.09,South,Low,Cancelled,105.96,1693
140,Sports,19.18,19.18,East,Low,Returned,61.53,7843
141,Toys,,21.7,East,High,Returned,93.19,2443
142,Sports,423.8,423.8,Central,Medium,Completed,1043.49,6562
143,Furniture,1065.9,1065.9,Central,Low,Completed,3228.12,6724
144,Books,45.01,45.01,South,High,Completed,63.69,3504
145,Clothing,43.66,43.66,West,Medium,Returned,159.83,6295
146,Books,13.3,13.3,West,Low,Cancelled,55.12,6766
147,Clothing,68.98,68.98,North,Medium,Cancelled,77.41,2479
148,Sports,236.73,236.73,North,Medium,Pending,509.07,3471
149,Electronics,928.52,928.52,East,Low,Completed,2710.45,5059
150,Beauty,148.69,148.69,Central,High,Cancelled,351.8,7697
151,Books,42.34,42.34,East,High,Cancelled,50.68,5655
152,Toys,109.94,109.94,Central,High,Cancelled,125.59,6731
153,Toys,145.32,145.32,West,High,Completed,305.21,6381
154,Grocery,67.67,67.67,Central,High,Returned,198.66,
155,Toys,31.14,31.14,West,High,Pending,155.7,5846
156,Clothing,106.46,106.46,Central,High,Cancelled,477.03,7172
157,Grocery,17.9,17.9,Central,High,Returned,17.6,4891
158,Beauty,93.54,93.54,West,High,Pending,196.41,8684
159,Furniture,1166.74,1166.74,West,Medium,Cancelled,4746.44,7859
160,Grocery,82.06,82.06,South,Medium,Completed,286.63,2680
161,Clothing,64.16,64.16,East,Medium,Pending,275.27,4637
162,Beauty,133.27,133.27,West,High,Returned,387.61,2337
163,Books,17.35,17.35,North,Low,Cancelled,71.55,5700
164,Beauty,105.93,105.93,West,Medium,Completed,487.77,
165,Furniture,2521.39,2521.39,Central,Low,Returned,3194.56,5934
166,Clothing,19.07,19.07,Central,Medium,Completed,24.14,9782
167,Electronics,1282.31,1282.31,South,Medium,Returned,1034.27,7825
168,Grocery,67.11,67.11,East,High,Completed,163.74,7338
169,Books,,18.95,North,Medium,Pending,73.49,6447
170,Grocery,6.34,6.34,South,Low,Returned,31.19,3986
171,Grocery,8.18,8.18,West,High,Cancelled,13.47,1686
172,Books,56.34,56.34,Central,Medium,Cancelled,53.74,5687
173,Books,52.42,52.42,East,Medium,Completed,217.92,7553
174,Beauty,134.72,134.72,South,Medium,Returned,315.63,5369
175,Clothing,148.15,148.15,Central,High,Cancelled,318.39,5843
176,Toys,69.66,69.66,South,Low,Returned,158.58,
177,Books,38.82,38.82,North,High,Returned,90.29,3621
178,Electronics,328.42,328.42,West,High,Pending,355.48,7001
179,Books,26.06,26.06,Central,High,Returned,124.7,2259
180,Grocery,53.89,53.89,East,High,Completed,48.98,9482
181,Sports,457.64,457.64,East,Low,Returned,778.54,9047
182,Furniture,455.65,455.65,West,High,Returned,2273.01,6236
183,Books,44.02,44.02,East,Medium,Pending,166.82,3852
184,Books,32.98,32.98,South,High,Pending,135.86,
185,Books,30.71,30.71,South,Low,Completed,33.05,8842
186,Sports,386.89,386.89,North,High,Cancelled,1353.27,9476
187,Books,12.06,12.06,Central,Low,Pending,48.54,9238
188,Electronics,1671.21,1671.21,East,High,Pending,3601.75,6669
189,Toys,127.66,127.66,Central,Medium,Pending,437.25,2530
190,Grocery,60.0,60.0,South,Low,Cancelled,260.32,1464
191,Clothing,18.64,18.64,Central,Medium,Pending,74.96,1496
192,Beauty,133.9,133.9,East,Medium,Pending,559.66,5873
193,Beauty,15.58,15.58,West,Medium,Returned,42.86,3353
194,Books,52.38,52.38,East,Medium,Pending,209.25,2739
195,Books,18.3,18.3,West,High,Pending,22.08,7293
196,Sports,131.65,131.65,South,Medium,Cancelled,210.28,9433
197,Beauty,77.32,77.32,North,High,Returned,226.0,4524
198,Books,7.68,7.68,Central,Low,Returned,15.36,
199,Clothing,91.88,91.88,East,Medium,Cancelled,90.96,4189
200,Books,35.43,35.43,Central,Medium,Cancelled,151.16,2946
201,Grocery,97.56,97.56,East,Low,Cancelled,387.4,9341
202,Sports,255.04,255.04,South,Low,Cancelled,1065.21,3440
203,Grocery,34.14,34.14,South,Medium,Cancelled,112.44,9351
204,Beauty,107.77,107.77,North,Medium,Cancelled,391.2,6040
205,Electronics,1213.97,1213.97,Central,Low,Pending,4649.36,3793
206,Sports,82.41,82.41,North,Low,Completed,131.96,7861
207,Grocery,42.47,42.47,Central,Low,Returned,189.66,2020
208,Grocery,52.83,52.83,West,Low,Returned,111.88,9734
209,Books,35.05,35.05,East,Low,Returned,56.34,5890
210,Furniture,2830.31,2830.31,East,Low,Pending,10469.34,8861
211,Books,35.83,35.83,East,Medium,Completed,114.96,7464
212,Books,57.5,57.5,East,High,Cancelled,276.71,8247
213,Toys,113.36,113.36,Central,Medium,Cancelled,156.05,4920
214,Furniture,247.22,247.22,South,Low,Pending,252.28,8739
215,Clothing,139.43,139.43,Central,High,Returned,493.88,8793
216,Beauty,99.33,99.33,East,Medium,Cancelled,348.92,2465
217,Furniture,1651.94,1651.94,North,High,Returned,7442.7,1595
218,Sports,396.1,396.1,East,High,Completed,813.29,6489
219,Toys,70.88,70.88,Central,Medium,Pending,310.06,4159
220,Clothing,72.83,72.83,East,Low,Pending,62.57,5833
221,Furniture,608.94,608.94,West,Medium,Cancelled,708.99,4027
222,Grocery,48.79,48.79,North,Medium,Returned,87.29,6400
223,Toys,89.46,89.46,East,Low,Cancelled,331.86,2936
224,Beauty,49.49,49.49,Central,Low,Cancelled,183.07,5833
225,Books,38.8,38.8,South,Medium,Pending,105.18,7121
226,Sports,353.95,353.95,Central,Low,Pending,1415.73,2341
227,Beauty,81.59,81.59,Central,High,Completed,349.27,4312
228,Grocery,18.12,18.12,West,High,Pending,69.06,9361
229,Beauty,122.26,122.26,Central,Medium,Returned,387.37,6049
230,Electronics,822.1,822.1,South,Low,Completed,814.06,2044
231,Electronics,1872.44,1872.44,West,High,Cancelled,4713.38,7887
232,Books,59.61,59.61,West,Medium,Completed,218.62,9835
233,Grocery,66.05,66.05,South,Low,Returned,199.55,4648
234,Electronics,1524.55,1524.55,West,Low,Returned,4625.67,5055
235,Beauty,55.19,55.19,North,High,Returned,186.69,1256
236,Furniture,697.64,697.64,North,Medium,Completed,1275.2,
237,Beauty,38.98,38.98,North,High,Cancelled,69.52,6224
238,Books,18.03,18.03,Central,High,Returned,37.18,3869
239,Sports,282.37,282.37,East,Low,Returned,1157.82,7821
240,Sports,83.12,83.12,Central,Medium,Pending,363.0,3365
241,Beauty,137.64,137.64,West,Low,Pending,334.65,6411
242,Clothing,185.22,185.22,North,Low,Pending,188.27,1647
243,Clothing,45.75,45.75,Central,High,Returned,76.74,5967
244,Electronics,463.03,463.03,North,Low,Returned,2148.76,4350
245,Sports,458.41,458.41,East,Medium,Returned,1394.18,5285
246,Books,33.2,33.2,North,Low,Returned,132.76,4328
247,Books,22.21,22.21,South,Low,Pending,19.28,7841
248,Toys,27.1,27.1,West,Low,Pending,78.51,6530
249,Toys,115.69,115.69,West,Medium,Pending,448.6,3293
250,Beauty,31.69,31.69,North,Low,Completed,137.03,1794
251,Electronics,854.16,854.16,South,High,Pending,716.12,7114
252,Electronics,1254.78,1254.78,Central,Medium,Returned,1086.73,7739
253,Electronics,82.62,82.62,Central,Medium,Completed,240.37,8054
254,Grocery,12.49,12.49,South,High,Pending,42.5,6807
255,Toys,120.27,120.27,West,Medium,Pending,596.42,2320
256,Electronics,232.33,232.33,Central,Medium,Completed,807.19,2354
257,Beauty,127.57,127.57,East,Low,Completed,581.48,4764
258,Furniture,2713.69,2713.69,Central,Medium,Cancelled,2701.64,5593
259,Electronics,399.74,399.74,North,High,Pending,1582.76,7525
260,Clothing,66.86,66.86,Central,Medium,Cancelled,161.28,2284
261,Books,7.95,7.95,North,Medium,Returned,38.71,5478
262,Beauty,76.14,76.14,West,Medium,Pending,278.27,2404
263,Toys,120.72,120.72,North,Medium,Pending,289.25,3527
264,Sports,165.17,165.17,North,Medium,Returned,381.82,3170
265,Clothing,45.6,45.6,Central,Low,Returned,56.26,2524
266,Books,,52.5,West,Medium,Completed,201.83,4977
267,Grocery,69.16,69.16,East,Medium,Cancelled,198.57,8121
268,Toys,66.06,66.06,North,Medium,Cancelled,314.82,9123
269,Furniture,1427.8,1427.8,North,Medium,Cancelled,6189.19,6399
270,Beauty,53.54,53.54,Central,High,Cancelled,114.94,4290
271,Beauty,50.56,50.56,East,Medium,Returned,245.95,6339
272,Sports,147.35,147.35,East,High,Pending,484.39,1440
273,Beauty,141.73,141.73,East,Low,Completed,600.89,7703
274,Beauty,25.18,25.18,East,Low,Pending,95.78,2211
275,Beauty,148.65,148.65,West,Low,Returned,458.33,6890
276,Clothing,30.78,30.78,East,High,Completed,97.43,7547
277,Books,58.11,58.11,North,High,Cancelled,100.67,4621
278,Beauty,59.25,59.25,Central,Low,Pending,133.25,
279,Clothing,66.13,66.13,North,High,Pending,149.65,4389
280,Beauty,55.5,55.5,West,Medium,Completed,114.39,2885
281,Electronics,1705.9,1705.9,South,Low,Pending,5061.7,6422
282,Sports,479.65,479.65,West,Low,Pending,759.2,7481
283,Electronics,1487.91,1487.91,West,Low,Returned,3620.25,4371
284,Toys,114.09,114.09,North,Low,Completed,474.38,6993
285,Books,15.84,15.84,West,Low,Cancelled,52.39,2871
286,Books,24.36,24.36,South,Low,Cancelled,113.48,3194
287,Books,11.48,11.48,South,Medium,Pending,33.81,3258
288,Sports,217.29,217.29,Central,Low,Pending,680.26,3298
289,Grocery,32.83,32.83,North,Medium,Completed,93.08,7290
290,Beauty,64.32,64.32,West,Medium,Pending,73.79,
291,Furniture,947.06,947.06,Central,Medium,Pending,3863.16,9115
292,Clothing,118.82,118.82,Central,Medium,Completed,474.33,4580
293,Sports,60.18,60.18,South,Medium,Completed,161.82,2425
294,Beauty,130.47,130.47,South,High,Cancelled,576.21,8015
295,Grocery,62.38,62.38,South,High,Cancelled,189.36,3758
296,Books,58.85,58.85,Central,Medium,Completed,80.59,7743
297,Electronics,1985.35,1985.35,South,Low,Pending,3670.21,5055
298,Sports,249.83,249.83,East,Low,Returned,593.53,2525
299,Sports,262.65,262.65,East,Medium,Returned,571.16,
300,Clothing,148.88,148.88,East,High,Returned,255.31,4470
301,Beauty,43.94,43.94,East,Low,Pending,139.63,6631
302,Electronics,139.59,139.59,West,High,Completed,656.58,8479
303,Electronics,1984.08,1984.08,South,Low,Cancelled,2912.04,5489
304,Clothing,134.37,134.37,East,Low,Pending,136.72,4836
305,Sports,331.19,331.19,North,High,Returned,373.36,9510
306,Beauty,6.35,6.35,North,Medium,Pending,17.82,2463
307,Clothing,29.61,29.61,East,High,Returned,119.88,3181
308,Grocery,8.7,8.7,Central,Low,Pending,23.04,3480
309,Sports,311.88,311.88,South,High,Completed,432.91,7291
310,Books,57.98,57.98,South,High,Cancelled,203.36,5668
311,Electronics,1703.39,1703.39,East,High,Pending,6712.96,1894
312,Furniture,1535.17,1535.17,West,Low,Completed,4634.38,6916
313,Books,12.26,12.26,Central,Medium,Cancelled,37.94,8717
314,Clothing,13.17,13.17,East,High,Completed,61.57,7520
315,Toys,96.14,96.14,West,Medium,Returned,110.2,3501
316,Toys,17.12,17.12,South,High,Cancelled,41.79,2083
317,Toys,106.31,106.31,South,High,Pending,123.54,8428
318,Electronics,653.12,653.12,South,High,Completed,2464.34,3684
319,Beauty,143.19,143.19,East,High,Cancelled,190.89,5403
320,Clothing,,156.57,West,Medium,Completed,298.17,2262
321,Beauty,71.0,71.0,West,Low,Pending,166.44,2685
322,Clothing,53.4,53.4,North,High,Pending,53.03,3458
323,Grocery,93.25,93.25,Central,Low,Returned,162.53,6241
324,Toys,124.77,124.77,North,Low,Completed,193.8,1752
325,Sports,43.77,43.77,East,Medium,Cancelled,50.9,7044
326,Furniture,945.63,945.63,Central,High,Returned,2219.16,4201
327,Furniture,536.64,536.64,North,High,Cancelled,1862.65,1157
328,Books,5.08,5.08,East,High,Pending,15.37,9061
329,Electronics,1946.49,1946.49,East,High,Completed,9088.85,9515
330,Sports,353.41,353.41,North,Low,Completed,1032.95,7461
331,Clothing,122.46,122.46,South,High,Cancelled,232.2,7438
332,Books,22.49,22.49,North,High,Pending,91.66,3546
333,Clothing,41.23,41.23,West,High,Cancelled,200.03,6051
334,Beauty,43.43,43.43,South,Low,Cancelled,185.48,1660
335,Furniture,2524.18,2524.18,North,Low,Pending,12285.89,1802
336,Toys,42.72,42.72,North,Medium,Returned,133.93,2551
337,Beauty,19.78,19.78,North,High,Completed,84.81,3141
338,Furniture,2488.65,2488.65,North,Low,Cancelled,11580.19,2056
339,Furniture,2717.24,2717.24,South,High,Cancelled,3572.13,1829
340,Grocery,92.56,92.56,West,Medium,Completed,222.83,6799
341,Furniture,2734.08,2734.08,West,High,Completed,9239.13,5835
342,Beauty,64.74,64.74,North,High,Cancelled,155.94,9614
343,Furniture,1929.19,1929.19,North,Medium,Cancelled,5430.04,6636
344,Books,26.36,26.36,East,Low,Pending,24.33,5602
345,Electronics,1626.88,1626.88,East,Low,Pending,7956.61,4951
346,Toys,82.38,82.38,North,High,Returned,188.66,3846
347,Grocery,25.18,25.18,East,Low,Completed,94.54,3328
348,Furniture,2526.42,2526.42,West,Low,Cancelled,3883.96,
349,Electronics,503.62,503.62,Central,Medium,Completed,1104.58,3137
350,Books,44.43,44.43,East,High,Completed,63.11,3320
351,Clothing,170.83,170.83,North,Medium,Returned,557.12,6285
352,Grocery,97.63,97.63,West,Low,Returned,344.3,6846
353,Furniture,2030.04,2030.04,West,Medium,Cancelled,2709.83,7415
354,Electronics,405.06,405.06,Central,High,Completed,1917.59,2274
355,Furniture,1105.75,1105.75,North,Low,Cancelled,2958.82,5088
356,Clothing,76.59,76.59,North,High,Returned,202.24,3725
357,Sports,251.61,251.61,Central,Medium,Completed,1077.14,4695
358,Grocery,46.23,46.23,North,Medium,Completed,98.87,2215
359,Books,14.36,14.36,North,Low,Completed,31.87,8909
360,Electronics,891.08,891.08,Central,Medium,Pending,913.3,4112
361,Sports,351.63,351.63,Central,Medium,Cancelled,720.52,7437
362,Beauty,27.27,27.27,West,High,Cancelled,116.18,8869
363,Furniture,381.26,381.26,East,High,Returned,1656.13,7512
364,Beauty,75.92,75.92,North,Low,Returned,119.69,7052
365,Grocery,45.69,45.69,West,Medium,Pending,197.19,3476
366,Clothing,26.28,26.28,Central,Medium,Pending,82.13,9561
367,Sports,483.16,483.16,West,Low,Pending,1352.99,1568
368,Grocery,13.79,13.79,South,High,Pending,57.86,7936
369,Clothing,197.77,197.77,South,Low,Cancelled,423.81,2097
370,Clothing,83.74,83.74,East,Medium,Returned,389.57,
371,Sports,65.13,65.13,Central,Low,Completed,305.11,2654
372,Toys,130.78,130.78,West,Medium,Returned,464.28,8750
373,Electronics,385.79,385.79,Central,Low,Returned,371.47,6431
374,Furniture,242.94,242.94,East,Medium,Completed,539.09,6094
375,Toys,127.21,127.21,North,High,Pending,262.31,6257
376,Toys,110.68,110.68,North,High,Returned,186.81,8937
377,Books,50.16,50.16,South,High,Cancelled,189.61,9589
378,Electronics,388.79,388.79,South,High,Pending,365.03,6904
379,Furniture,894.53,894.53,Central,Medium,Completed,3274.81,9008
380,Beauty,30.75,30.75,Central,Low,Cancelled,69.06,5237
381,Clothing,64.16,64.16,South,Low,Pending,282.3,4387
382,Toys,99.48,99.48,North,Medium,Pending,350.07,1138
383,Furniture,831.93,831.93,East,Low,Cancelled,2146.37,6713
384,Beauty,41.54,41.54,Central,Low,Returned,135.21,
385,Books,35.88,35.88,East,Medium,Completed,101.3,5529
386,Books,52.38,52.38,East,High,Pending,155.71,1930
387,Sports,333.66,333.66,North,Low,Returned,1664.75,7857
388,Sports,200.25,200.25,Central,High,Cancelled,771.26,9759
389,Beauty,136.45,136.45,Central,Medium,Pending,590.92,3967
390,Toys,19.15,19.15,East,Low,Pending,91.48,2463
391,Furniture,1130.32,1130.32,East,Medium,Cancelled,2668.76,8598
392,Clothing,99.4,99.4,Central,Low,Completed,276.66,2963
393,Sports,269.62,269.62,South,High,Pending,603.74,8496
394,Grocery,33.01,33.01,North,Medium,Cancelled,113.9,1950
395,Electronics,931.5,931.5,South,Low,Pending,2660.57,2442
396,Grocery,62.22,62.22,West,Medium,Returned,149.95,
397,Furniture,2218.91,2218.91,East,Low,Pending,1942.1,
398,Furniture,756.17,756.17,East,High,Completed,1823.06,3736
399,Clothing,166.53,166.53,East,Medium,Cancelled,436.54,3192
400,Books,59.79,59.79,South,High,Returned,52.63,3149
401,Furniture,2228.82,2228.82,South,High,Cancelled,8439.79,7147
402,Toys,116.83,116.83,Central,High,Completed,414.16,
403,Clothing,89.19,89.19,Central,Medium,Returned,334.27,1152
404,Toys,66.03,66.03,Central,Medium,Pending,168.98,9381
405,Clothing,63.71,63.71,West,High,Pending,259.14,4304
406,Books,43.69,43.69,North,Low,Returned,202.0,8875
407,Books,,17.9,North,High,Returned,25.53,9383
408,Clothing,147.48,147.48,East,Low,Pending,400.9,5327
409,Beauty,12.26,12.26,North,Medium,Cancelled,51.08,2898
410,Clothing,171.74,171.74,North,High,Pending,374.46,5395
411,Clothing,80.8,80.8,North,Medium,Returned,391.21,7319
412,Beauty,120.99,120.99,South,High,Pending,450.56,3611
413,Clothing,89.05,89.05,Central,Low,Returned,139.03,6875
414,Electronics,1732.02,1732.02,South,Medium,Returned,2207.18,1753
415,Clothing,59.71,59.71,Central,Low,Pending,293.01,6542
416,Clothing,92.24,92.24,West,Medium,Returned,131.38,1894
417,Electronics,1304.63,1304.63,West,Medium,Pending,1453.92,4946
418,Books,58.36,58.36,South,Low,Returned,145.54,8521
419,Beauty,121.18,121.18,West,Medium,Cancelled,157.36,1291
420,Clothing,86.65,86.65,Central,High,Completed,357.47,5990
421,Furniture,1998.33,1998.33,East,Medium,Completed,8452.28,6439
422,Beauty,108.92,108.92,West,High,Completed,434.5,6592
423,Books,50.64,50.64,East,Low,Cancelled,189.84,
424,Grocery,50.26,50.26,West,High,Cancelled,169.15,7437
425,Furniture,1425.43,1425.43,East,High,Returned,1418.73,3018
426,Beauty,71.32,71.32,Central,High,Returned,58.36,8091
427,Beauty,139.03,139.03,South,Low,Pending,537.78,7347
428,Books,32.73,32.73,Central,Low,Pending,63.79,5819
429,Beauty,121.7,121.7,Central,Low,Cancelled,528.29,6143
430,Furniture,682.58,682.58,East,Low,Cancelled,3186.97,3913
431,Books,44.07,44.07,Central,Medium,Returned,160.05,9747
432,Toys,132.23,132.23,North,Low,Completed,119.82,1927
433,Furniture,874.24,874.24,East,Low,Cancelled,1237.05,5835
434,Furniture,2285.42,2285.42,West,High,Pending,8954.58,4892
435,Toys,105.48,105.48,West,Medium,Returned,508.22,6122
436,Electronics,75.28,75.28,Central,Medium,Pending,348.41,7025
437,Furniture,2350.83,2350.83,East,Medium,Pending,11590.78,3847
438,Clothing,81.67,81.67,Central,Medium,Pending,120.54,1092
439,Books,30.65,30.65,North,High,Cancelled,101.36,5934
440,Beauty,119.54,119.54,North,Low,Cancelled,359.42,9529
441,Clothing,159.39,159.39,Central,Low,Returned,189.06,4495
